지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
266,광양시,2023-10-21,12.5,7.2,614,18.9,1612,,,,,,,8.4,250,1154,4.7,270,1201,1.7,1482,290,4.1,41,1126,57.3,8.3,1011.2,1023.2,802,1020.1,1617,1021.9,11.1,5.6,1100,2.45,11.63,,,,,,1.9,.8,14.9,5.3,14.8,15.5,17.7,18.8,,,,,,2.3,3.3,,,
266,광양시,2023-10-22,13.9,7.1,640,20.6,1504,,,,,,,9,270,1546,3.9,290,1505,1.2,1038,270,5.5,29,1402,59.5,9.1,1013.2,1024.9,912,1022.3,1453,1023.8,11.1,5.5,1300,2,12.19,,,,,,5.5,2.1,17.1,5.5,15.2,15.6,16.9,17.8,,,,,,2.2,3.2,,,
266,광양시,2023-10-23,15.5,10,607,22.6,1452,,,,,,,4.9,250,1645,2.7,250,1651,.7,563,230,9.7,42,1553,70.9,12,1012.8,1025.8,842,1021.3,1628,1023.4,11.1,8.7,1200,2.46,15.72,,,,,,.6,0,18.4,7.6,16.9,17.2,17.6,17.9,,,,,,2.6,3.7,,,
266,광양시,2023-10-24,15.7,10.2,537,22.5,1521,,,,,,,4.8,230,1526,2.5,250,1533,.8,714,140,8.6,38,1422,66,11.2,1010.3,1023.3,806,1018.4,1718,1020.8,11,7.4,1100,2.39,14.18,,,,,,4.6,1.9,18.4,8.4,16.9,17.2,17.9,18.2,,,,,,2.5,3.6,,,
266,광양시,2023-10-25,17.5,11.2,555,25.3,1530,,,,,,,3.6,90,1249,2.2,200,1502,.6,485,90,11,42,1500,68.3,13.2,1007.9,1020.3,58,1016.1,1502,1018.3,11,8.7,1200,2.44,15.4,,,,,,.1,0,20.1,9.1,18,18.2,18.4,18.4,,,,,,2.6,3.7,,,
266,광양시,2023-10-26,18.3,12.6,642,26.1,1515,,,,,,,6.7,270,2102,3.1,250,1432,1.1,924,290,12.2,38,1422,70.4,14.2,1005.3,1018,14,1013.4,1636,1015.6,11,8.3,1200,2.3,14.54,,,,,,2.6,.1,20.6,9.9,18.5,18.7,18.8,18.7,,,,,,2.9,4.1,,,
266,광양시,2023-10-27,16.6,12.7,2339,22.3,1404,,,,,,,9,270,1246,4.5,270,1250,2.1,1810,290,8.4,37,1431,60.8,11.1,1004.1,1018,2344,1012,1408,1014.5,10.9,8.5,1200,2.5,15.56,,,,,,1,0,19.2,10.7,18.3,18.6,19,19,,,,,,3,4.2,,,
266,광양시,2023-10-28,15.7,10.1,637,23.1,1448,,,,,,,6.4,290,1532,2.9,290,1533,.8,698,290,8.4,33,1444,64.5,11.1,1008.1,1020.4,2222,1016.6,1436,1018.6,10.9,8.5,1200,2.32,14.82,,,,,,.4,0,18.5,8.3,17.4,17.7,18.4,18.6,,,,,,2.7,3.8,,,
266,광양시,2023-10-29,16,11,643,22.9,1436,,,,,,,4.7,90,822,2.7,90,831,1.1,951,290,10.1,44,1423,70.3,12.4,1011.5,1023.3,2226,1020.4,1,1021.9,10.9,8.4,1200,2.37,14.69,,,,,,1.8,.1,19.1,8.9,17.6,17.8,18.3,18.5,,,,,,2.6,3.7,,,
266,광양시,2023-10-30,16.3,11.4,652,23.6,1531,,,,,,,5.1,250,1455,2.9,230,1332,.8,704,230,11.3,44,1535,74.5,13.3,1012.2,1024,849,1020.6,1528,1022.7,10.8,8.5,1200,2.35,14.58,,,,,,.8,.5,19.1,9.3,17.9,18.1,18.4,18.5,,,,,,2.6,3.7,,,
266,광양시,2023-10-31,16.7,10.8,648,25.5,1359,,,,,,,7,250,1415,3.7,230,1504,1,872,230,8.4,27,1429,62.5,11.2,1012.1,1024.4,810,1020.6,1457,1022.6,10.8,8.5,1200,2.41,14.79,,,,,,0,0,18.4,8.6,17.5,17.8,18.3,18.4,,,,,,3.2,4.6,,,
