지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
266,광양시,2023-05-14,19.1,14.1,536,25.2,1520,,,,,,,6.9,160,1255,4,200,1554,1.4,1207,200,13.2,43,1359,71.5,15.2,999.4,1012,1,1007.7,1526,1009.6,14,11.4,1200,3.43,26.71,,,,,,3.8,1.3,24.6,12.7,22.1,21.8,20.5,19.4,,,,,,4.4,6.3,,,
266,광양시,2023-05-15,19.4,13.2,522,26,1548,,,,,,,6,250,1107,3.9,200,1706,1.4,1174,200,13.1,33,1142,70,15.1,999.8,1011.9,2241,1008.4,1630,1010,14,11.7,1300,3.05,24.52,,,,,,2.6,.1,23.8,11.2,22.2,22,21.2,20.3,,,,,,4.4,6.3,,,
266,광양시,2023-05-16,21.5,14.7,523,29.8,1437,,,,,,,6.6,230,1610,3.4,230,1921,1.3,1142,250,15.2,42,1459,70.3,17.3,1002.5,1015.4,2343,1010.9,1533,1012.7,14,11.1,1200,3.41,26.83,,,,,,1.9,.4,25.9,12.8,23.9,23.6,22.5,21.2,,,,,,4.9,7,,,
266,광양시,2023-05-17,20.8,15.1,539,26.4,1530,,,,,,,6.5,140,1334,3.7,200,1224,1.5,1261,200,17.1,58,1317,80.4,19.6,1005.1,1017.1,902,1013.8,1722,1015.4,14,10.8,1200,3.45,26.6,,,,,,5.1,1,26.5,12.7,24.4,24.2,23.3,22.1,,,,,,3.9,5.6,,,
266,광양시,2023-05-18,17.5,16,957,20.5,157,,1.5,1920,5.6,1913,34.1,9.6,70,1920,4.6,70,1436,2.4,2111,70,16.5,82,839,94.3,18.9,1000.3,1014.5,1,1007.6,2351,1010.6,14.1,0,1100,1.17,5.23,,,,,,9.9,3.6,19.6,16.7,20.7,21.2,22,22,,,,,,1.5,2.1,,,
266,광양시,2023-05-19,20,16.3,2356,25.5,1127,,0,,0,,0,12,70,557,5.7,70,1332,3,2634,70,14.8,50,1121,73.5,16.8,998.4,1012,2358,1005.8,312,1008.6,14.1,6.2,1200,3.83,22.74,,,,,,5.3,2.9,21.9,15.1,21.2,21,20.8,20.3,,,,,,4,5.7,,,
266,광양시,2023-05-20,19.6,14.1,508,25.6,1504,,,,,,,5.7,140,1623,3.1,200,1231,1.3,1138,160,15.4,46,1342,78.5,17.5,1001.3,1013.5,851,1009.6,1622,1011.5,14.1,12.3,1200,3.43,27.78,,,,,,3.4,.3,23.4,12.9,22.1,21.6,21.8,20.5,,,,,,4.7,6.8,,,
266,광양시,2023-05-21,21,15.1,508,27.8,1559,,,,,,,9.3,230,1406,4.5,230,1344,2.1,1827,270,14.9,41,1613,70,17,998.8,1011.2,12,1007.1,1721,1009,14.1,12.3,1200,3.54,28.01,,,,,,3.6,.1,23.5,13.9,22.5,22.1,22.2,21.3,,,,,,5,7.1,,,
266,광양시,2023-05-22,17.4,14.2,2324,20,904,,.2,,.4,1219,.4,4.8,290,37,2.8,90,1417,1.2,1004,270,10.7,41,849,66,12.9,998,1009.7,2215,1007.1,250,1008.3,14.2,.6,1300,.99,7.67,,,,,,8.1,5.5,19.3,13.2,19.5,19.7,21.1,21,,,,,,1.7,2.5,,,
266,광양시,2023-05-23,17.7,12.4,537,24.7,1321,,0,,0,,0,11.3,70,1416,5.8,90,1418,1.4,1178,160,11.8,43,1317,70.8,13.8,1000.7,1014.5,2347,1009.1,245,1011,14.2,10.9,1200,3.45,25.35,,,,,,2,.6,21,11,20.1,20.3,20.5,19.8,,,,,,4.1,5.9,,,
266,광양시,2023-05-24,19.2,13.3,552,24.5,1247,,,,,,,4.8,250,1603,2.5,160,1403,1.1,948,160,12,44,1158,65.5,14,1005.1,1017.2,2324,1014,129,1015.4,14.2,6.1,1200,2.69,20.45,,,,,,7.5,2.5,21.5,12.4,21,21,21.1,20.5,,,,,,3.5,5,,,
266,광양시,2023-05-25,19.8,16.2,540,24.9,1521,,,,,,,5.6,180,1152,3.2,180,1348,1.3,1091,90,12.1,34,1707,63.3,14.3,1006.9,1018.5,2226,1015.9,1750,1017.2,14.2,8.9,1200,3.54,26.91,,,,,,6.4,2.8,25.2,16.1,23.7,23.5,22.5,21.4,,,,,,5,7.1,,,
266,광양시,2023-05-26,20.6,16,355,25,1140,,0,,0,,0,5.9,110,1543,3.2,110,1517,1.1,919,90,15.5,52,1049,73.8,17.8,1009,1020.4,2130,1017.7,8,1019.3,14.2,1.7,1100,2.37,13.4,,,,,,8,3.6,23.2,15,22.6,22.6,22.5,21.9,,,,,,2.2,3.2,,,
266,광양시,2023-05-27,21.8,19.5,520,25.4,1352,,.1,,.1,,.2,8.2,230,1638,3.7,200,1642,1.5,1271,200,17.9,62,1607,79.8,20.5,1008.5,1020.4,914,1017.3,2400,1018.8,14.3,2.1,1100,2.36,14.77,,,,,,8.4,5.4,23.6,19.4,23.5,23.4,22.9,21.9,,,,,,2.6,3.7,,,
266,광양시,2023-05-28,21.4,20.5,620,22.8,1757,,.8,815,2.1,1222,11,5.5,230,1429,3.1,230,1439,1.5,1322,250,20.5,78,1,95.3,24.2,1004.3,1017.3,1,1013,1708,1014.5,14.3,0,1400,.71,4.82,,,,,,9.1,7.3,22.6,20.2,22.4,22.4,22.5,21.9,,,,,,.9,1.2,,,
266,광양시,2023-05-29,21.6,19.5,2352,22.9,1552,,1.5,1059,3.2,2136,11.6,7.2,50,2249,4.4,70,2256,1.8,1560,250,21.2,95,1606,97.9,25.2,1000.6,1013.3,12,1009.4,1706,1010.8,14.3,0,1000,.54,4.16,,,,,,9.8,5.6,23,19.6,22.5,22.4,22.3,21.7,,,,,,.8,1.2,,,
266,광양시,2023-05-30,19.5,18.4,2150,21.5,1121,,1.5,226,2.6,137,8.3,8.5,90,1411,4.1,90,1356,1.8,1583,90,18.6,87,1505,94.9,21.4,1000.6,1011.7,15,1010,1524,1010.9,14.3,0,1100,.78,5.7,,,,,,8.8,5.1,21.2,18.5,21.3,21.5,21.7,21.4,,,,,,1.4,2,,,
266,광양시,2023-05-31,20.9,16.9,513,25.9,1428,,.1,,.1,,.1,7.8,70,838,4.1,70,915,2.4,2053,90,12.6,38,1500,61.4,14.7,1001.1,1012.8,900,1009.7,1606,1011.3,14.3,10.5,1200,3.58,28.51,,,,,,1.6,1,24,15.3,22.8,22.6,22.2,21.4,,,,,,5.3,7.5,,,
