지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
266,광양시,2023-01-01,3.4,-.9,347,9,1300,,,,,,,12.5,290,1518,6,290,1849,2.5,2164,270,-5.7,33,2314,53.1,4.1,1018.6,1031,13,1027.3,1540,1029.7,9.9,7.8,1200,1.89,10.59,,,,,,2.3,0,1.6,-3.1,2.4,2.5,3.1,3.5,,,,,,2.3,3.3,,,
266,광양시,2023-01-02,1.5,-1.7,2334,6.7,1342,,,,,,,10,290,1830,6,290,1826,3.3,2847,290,-15.5,14,1227,29.1,1.9,1018.7,1031.9,957,1027.6,1459,1029.9,9.9,7.7,1300,2.03,11.41,,,,,,5.1,2.6,2.1,-3.2,2.6,2.9,3.5,3.8,,,,,,2.6,3.7,,,
266,광양시,2023-01-03,.9,-2.1,215,6.1,1335,,,,,,,10.9,270,1552,6.2,290,1407,3.2,2805,290,-10.5,22,936,43.1,2.8,1017.8,1030.5,952,1026.9,1512,1029,9.9,8.6,1200,2.11,12.33,,,,,,8,1.1,.8,-3.5,1.8,2.2,3.1,3.6,,,,,,2.1,3,,,
266,광양시,2023-01-04,1.8,-3.9,635,8.2,1352,,,,,,,9.5,290,1352,5.8,290,1232,2.2,1920,290,-7.4,37,1522,51.1,3.6,1019.2,1031.7,2347,1028.7,1430,1030.4,9.9,8,1200,1.92,10.86,,,,,,.9,0,.8,-4.5,1.7,2,2.9,3.4,,,,,,1.8,2.6,,,
266,광양시,2023-01-05,3.5,-.7,606,10.2,1405,,,,,,,8.8,320,1415,4.5,290,1437,1.6,1416,290,-4.1,39,1430,58.4,4.6,1019.2,1032.7,953,1027.9,1433,1030.3,9.9,6.3,1200,1.59,8.76,,,,,,3.1,.4,1.8,-2.9,2.5,2.7,3.2,3.5,,,,,,1.4,1.9,,,
266,광양시,2023-01-06,4.5,-.3,725,11,1342,,,,,,1.7,8,290,2230,4.6,290,2234,1.1,988,140,-2.2,36,1347,63.9,5.2,1012,1029.3,1,1017,2357,1022.9,9.9,7.3,1200,1.92,10.4,,,,,,3.8,1.3,3.5,-2.5,3.6,3.5,3.7,3.9,,,,,,1.7,2.4,,,
266,광양시,2023-01-07,4.3,1.2,2340,8.2,1321,,,,,,.9,14.6,290,1054,7.8,290,1112,3.8,3290,290,-4.1,37,1338,55.6,4.6,1009.1,1024.4,2358,1016.3,108,1020.1,9.9,7.5,1200,1.88,10.67,,,,,,1.9,.4,2.8,-1.5,3.7,4,4.4,4.5,,,,,,1.9,2.7,,,
266,광양시,2023-01-08,4.5,-1.9,725,12.2,1504,,,,,,,5.4,230,1337,3.2,230,1339,1.3,1162,290,-4.5,33,1428,53.4,4.4,1014.3,1027.6,944,1023.5,1429,1025.3,9.9,8.3,1200,1.93,11.19,,,,,,.1,0,2.3,-3.1,3.2,3.4,4,4.3,,,,,,1.7,2.5,,,
266,광양시,2023-01-09,6.7,3.1,624,14.1,1515,,,,,,,10.6,290,1754,6.2,290,1952,1.6,1422,270,-.1,47,1531,62,6.2,1012.7,1026,2359,1020.7,1420,1023.6,10,3.2,1400,1.32,6.92,,,,,,2.6,2.3,3.8,-1.3,4.1,4.1,4.4,4.5,,,,,,1.5,2.2,,,
266,광양시,2023-01-10,6.3,-.9,739,12.8,1503,,,,,,,6.1,50,526,3.3,70,531,1.5,1332,70,-1.6,40,1110,58.1,5.5,1017.2,1030.7,939,1026,1,1028.2,10,8.2,1200,2.07,11.88,,,,,,2.3,0,3.8,-2.7,4.4,4.4,4.7,4.7,,,,,,1.8,2.6,,,
266,광양시,2023-01-11,7.7,1.4,755,15.5,1447,,,,,,,6.6,230,1506,3.6,250,1340,1.3,1163,250,1,38,1408,65,6.6,1015,1027.8,934,1023.6,1704,1025.9,10,8.2,1200,1.98,11.44,,,,,,.3,0,4.4,-1.5,5.1,5.1,5.2,5.2,,,,,,1.9,2.8,,,
266,광양시,2023-01-12,9.6,2,806,15.4,1310,,,,,,3.8,5,90,2036,2.5,70,1053,1.1,959,70,3.4,34,1122,67.8,8.4,1012.2,1025.6,941,1019.2,2359,1022.9,10,4.5,1100,1.91,9.25,,,,,,3.3,1.6,5.9,-1.6,5.8,5.7,5.6,5.4,,,,,,1.3,1.9,,,
266,광양시,2023-01-13,15.5,12.1,7,20.9,1444,,,,,,73,9.3,270,846,5.1,290,1457,1.9,1657,250,13.8,69,1512,90.9,15.9,1001.5,1019.2,1,1008.3,1431,1011.9,10,2.5,1300,1.76,6.58,,,,,,8.1,3.6,14.3,9.9,13.1,12,10.1,8.4,,,,,,1.2,1.7,,,
266,광양시,2023-01-14,11.1,8,2346,13.3,1,,,,,,4.8,4.8,110,1920,2.9,290,1113,1,895,320,9.9,86,1201,92.6,12.2,1001.8,1015.8,2235,1009.3,458,1012.4,10,0,1200,.25,1.3,,,,,,7.5,5.8,11.2,9,11,10.9,10.6,9.9,,,,,,.4,.6,,,
266,광양시,2023-01-15,3.1,-1.1,2337,8,1,,,,,,.5,14,290,2233,7.7,290,2244,3.3,2893,290,-.6,58,2328,77.3,6.2,1005.9,1018.6,2259,1014.5,1352,1016.9,10.1,1.2,1300,.6,3.46,,,,,,7.5,5,5.3,-.4,6.5,7.6,8.8,9.1,,,,,,1,1.5,,,
266,광양시,2023-01-16,-.4,-3,2320,4.6,1444,,,,,,,11.4,270,501,6.4,290,505,3.6,3122,290,-9.8,33,1251,49.9,2.9,1011.5,1025.5,2240,1018.4,11,1022.7,10.1,8.7,1200,2.27,13.42,,,,,,2.5,.6,1,-4.7,2.4,3.9,5.7,6.6,,,,,,1.7,2.5,,,
266,광양시,2023-01-17,-.3,-5.2,609,7.1,1417,,,,,,,9.3,270,1953,5.9,290,1946,2.2,1872,290,-10.2,22,1418,50.1,2.9,1014.2,1027.3,345,1022.9,1348,1025.4,10.1,8.1,1200,2.21,12.78,,,,,,1.8,.6,-1.2,-7.1,1.9,3.2,4.7,5.5,,,,,,1.8,2.6,,,
266,광양시,2023-01-18,.8,-2.3,700,7,1356,,,,,,,9.4,250,1241,4.8,270,1249,1.6,1344,290,-5.7,36,1342,62.9,4,1014.9,1027.8,847,1024.2,1347,1026.1,10.1,5.7,1200,2.07,9.82,,,,,,2.6,.9,-2.1,-5.5,-1.4,3,4.4,5,,,,,,1.3,1.8,,,
266,광양시,2023-01-19,2,-2.8,750,8,1421,,,,,,,8.5,290,1200,4.1,290,1441,1.5,1269,270,-5.4,37,1431,59.9,4.1,1013.8,1027.2,1026,1022.4,1543,1024.9,10.1,8.3,1200,2.19,12.39,,,,,,2,1.1,.5,-6,1.6,3.3,4.2,4.7,,,,,,1.8,2.5,,,
266,광양시,2023-01-20,1.4,-3.2,2353,6,1128,,,,,,,14.8,290,1022,7.2,290,1022,3.3,2887,290,-7.7,30,1407,52.9,3.6,1015.4,1030.6,2126,1023,434,1026.6,10.2,8.2,1300,2.2,12.81,,,,,,2,.5,.2,-5.7,2,3.3,4.3,4.7,,,,,,2,2.9,,,
266,광양시,2023-01-21,-.2,-6.4,808,7.5,1519,,,,,,,6,270,134,3.6,290,136,1.5,1326,270,-12.8,17,1533,39.5,2.3,1018.2,1031.6,1004,1027.5,1550,1029.5,10.2,8.9,1200,2.29,13.66,,,,,,2.5,0,-1.1,-8.1,.4,2.6,3.7,4.3,,,,,,2,2.9,,,
266,광양시,2023-01-22,2.2,-2.2,511,5.2,1300,,,,,,,8.7,50,2020,4.1,70,2008,1.7,1439,70,-8.7,31,146,44.8,3.3,1014.6,1028.9,328,1023,2105,1025.7,10.2,0,1100,.72,3.46,,,,,,7.9,5.5,-.9,-6.3,-.4,2.4,3.4,4,,,,,,1,1.5,,,
266,광양시,2023-01-23,4.7,-.2,647,11.5,1442,,,,,,,12.7,270,2128,7,270,2132,2.3,1974,290,-4.2,31,1750,54.8,4.5,1010.4,1024.3,952,1017.8,1447,1021.3,10.2,6.6,1200,2.12,11.91,,,,,,4,1.8,3.5,-4.7,4.1,4.1,4.2,4.2,,,,,,2.2,3.1,,,
266,광양시,2023-01-24,-7,-10.7,2400,.8,1,,,,,,0,18.5,290,623,10,290,750,5.2,4496,290,-17.4,27,1256,44.4,1.6,1014.5,1030.4,2238,1020.7,328,1026,10.3,8.6,1200,2.42,13.95,,,,,,3.1,1.6,-3.8,-9.9,-2.7,1.9,3.5,4.2,,,,,,1.4,2.1,,,
266,광양시,2023-01-25,-6.8,-12.9,754,.2,1444,,,,,,,15.6,290,104,6.6,290,552,2.4,2058,290,-22,11,1431,31.3,1.1,1017.9,1032.6,921,1026.5,2243,1029.4,10.3,9.1,1200,2.4,14.61,,,,,,.1,0,-5.2,-11,-4.1,.1,2,3,,,,,,1.9,2.7,,,
266,광양시,2023-01-26,-.5,-7.5,9,4.7,1520,,,,,,,6.4,290,2051,3.6,290,2104,1.4,1171,270,-8.9,37,1,54.1,3.4,1012.8,1027.7,31,1020.7,2353,1024.1,10.3,1.4,1300,1.73,7.4,,,,,,9.9,6.6,.3,-8.5,.1,.2,1.6,2.4,,,,,,1.2,1.7,,,
