지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
266,2021-06-06,21.8,17,350,27.7,1416,,,,,,,3.7,180,1523,2.9,200,1529,1.1,982,17.1,51,1206,76.4,19.5,998.7,1012.7,2322,1005.9,29,1008.9,14.4,11.5,1200,3.34,26.02,,,,,,2.5,1.3,24.9,14.7,24.8,24.5,23.5,23.1,,,,,,4.4,6.3,,
266,2021-06-07,22.9,16.7,459,28.7,1428,,,,,,,3.7,250,1326,2.6,230,1143,.9,786,16.8,42,1152,71.3,19.2,1004.3,1016.2,2311,1012.7,7,1014.4,14.4,10.9,1100,3.12,24.95,,,,,,4,.6,27.2,14,25.9,25.2,24.2,23.7,,,,,,4.3,6.2,,
266,2021-06-08,23.4,18.5,559,30.4,1340,,,,,,,3.7,70,1603,2.8,70,1613,1.1,929,18.9,47,1348,77.9,21.8,1005.6,1016.6,2150,1014.7,1600,1015.8,14.5,11.2,1200,3.33,26.58,,,,,,5.1,.3,29.6,16.3,27.8,26.9,25.3,24.6,,,,,,4.7,6.7,,
266,2021-06-09,24.6,19,406,30.8,1424,,,,,,,4.1,70,1259,3.4,50,810,1.2,1056,15.3,35,1343,58.6,17.4,1005.7,1017.1,852,1014.2,1511,1015.8,14.5,12.1,1200,3.48,27.91,,,,,,4,.1,30.8,15.6,28.5,27.7,26.1,25.3,,,,,,5.4,7.7,,
266,2021-06-10,22.9,19.2,559,26.4,1026,,,,,,0,4.6,160,2204,3.2,110,2211,1.2,1059,17.2,43,811,71.4,19.8,1003.7,1015.7,16,1012.3,2010,1013.8,14.5,3.3,1000,1.91,12.76,,,,,,8.9,2.9,26.8,16.8,26.1,25.7,25.5,25.2,,,,,,2.1,3,,
266,2021-06-11,21.3,19.1,446,24.1,1430,,7.5,429,31,341,52,5.8,90,425,3.9,90,428,1,906,20.6,82,1,95.9,24.2,1001,1012.9,2200,1009.8,702,1011.1,14.5,.6,1300,1.54,7.37,,,,,,7.8,4,23.3,19,23.5,23.6,23.6,23.6,,,,,,1.6,2.4,,
266,2021-06-12,24.2,20.6,24,28.2,1245,,,,,,,4.9,70,804,4,70,1203,1.6,1354,20.9,67,1246,82.8,24.8,1001.3,1012.5,839,1009.9,1735,1011.4,14.5,6.9,1300,2.87,22.31,,,,,,6.6,3,27.3,19,26.1,25.2,24.2,23.9,,,,,,3.7,5.3,,
266,2021-06-13,24.9,21.4,526,30.1,1329,,,,,,,3.7,70,1100,2.6,160,1310,1,829,21,58,1329,80.3,24.8,998.5,1011.5,45,1006.3,1746,1008.5,14.5,7.5,1200,3.47,24.01,,,,,,6.5,3.9,28.6,20.3,27.6,26.7,25.5,25,,,,,,3.8,5.4,,
266,2021-06-14,23,20.8,420,27.2,1438,,,,,,,3.7,90,1608,2.7,70,2313,1.4,1220,20,64,1402,84.1,23.3,996.7,1008,525,1005.2,1756,1006.8,14.5,2,1300,2.45,12.95,,,,,,7.6,4,25.2,20.9,25.5,25.3,25.2,25.1,,,,,,2.4,3.5,,
266,2021-06-15,20.9,19.7,2212,22.3,943,,1.5,1609,5,1626,19,6.5,50,2308,5,50,2318,2.5,2167,19.3,82,938,91.4,22.4,993.6,1006.7,1,1001.9,2356,1003.7,14.5,0,1300,.59,5.01,,,,,,7.8,2.4,22,19.5,22.6,23,23.9,24.1,,,,,,1.4,1.9,,
266,2021-06-16,21.8,19.2,253,25.4,1236,,.5,47,.5,1,.5,8.8,70,132,6.4,50,640,4.2,3597,17.1,63,1239,75.3,19.5,993.7,1006.7,2314,1001,431,1003.8,14.5,3.9,1200,3.27,18.57,,,,,,5.4,4.1,22.4,18.3,22.8,22.9,23.1,23.1,,,,,,3.6,5.2,,
266,2021-06-17,21.7,19.2,2355,26.3,1155,,.5,2219,1.2,2145,1.5,5.4,50,322,4.3,50,409,1.8,1551,17.5,60,1146,78.3,20,996.4,1007.8,815,1005.5,1640,1006.5,14.5,2.9,1100,3,16.29,,,,,,8.9,5.5,22.8,18.1,22.9,23.3,23.3,23.2,,,,,,2.7,3.8,,
266,2021-06-18,21.6,19,509,26,1304,,.5,338,1,308,2,3.2,250,1559,1.9,230,1434,.7,629,19.4,69,1305,88.4,22.6,992.4,1005.9,1,1000.3,1707,1002.5,14.5,.4,1200,1.84,9.79,,,,,,9.1,3.9,23.7,17.9,24.7,23.6,23.4,23.3,,,,,,2.1,3.1,,
266,2021-06-19,24,18.6,440,30.2,1552,,,,,,,3.4,180,1318,2.3,160,1321,.7,634,18.2,44,1521,72.3,20.9,991.1,1002.6,2251,999.4,1544,1001.1,14.5,12.7,1200,3.61,28.91,,,,,,2.4,.5,26.2,14.9,29.4,25.3,24.2,23.8,,,,,,5,7.1,,
266,2021-06-20,24.6,18.5,524,30.4,1457,,,,,,,4.2,230,1449,3.1,230,1522,1,867,17.7,40,1550,67.5,20.3,992.7,1003.8,2219,1001.7,1724,1002.7,14.5,10.3,1400,3.17,25.43,,,,,,6.6,.3,27.7,17.8,30.5,25.9,25.1,24.7,,,,,,4.9,7,,
266,2021-06-21,25,19.9,546,31.6,1549,,,,,,,3.9,70,2034,3.1,70,2038,1.1,926,15.4,33,1547,57.5,17.6,994.3,1007.9,2326,1002.6,210,1004.3,14.5,10.7,1200,3.27,26.37,,,,,,4.9,.6,28.4,17.4,31.1,26.3,25.5,25.1,,,,,,4.9,6.9,,
266,2021-06-22,22.5,19.3,555,27.7,1531,,,,,,,4.6,50,2002,3.2,50,2007,1.1,951,17.7,57,1245,75.5,20.3,999.4,1011.4,2217,1007.8,1,1009.5,14.5,6.6,1200,3.21,22.3,,,,,,5.9,3.8,27.1,18.7,,26.3,25.7,25.3,,,,,,3.6,5.1,,
266,2021-06-23,22.2,19.4,445,26.4,1409,,.1,,.2,,.2,3.3,70,956,2.2,90,1001,.9,818,17.9,61,1301,77.6,20.5,1001.3,1013,2156,1010.4,219,1011.4,14.5,3.6,1300,3.17,17.36,,,,,,7,5.6,27.8,20.2,26.4,26,25.6,25.2,,,,,,3.1,4.5,,
266,2021-06-24,22.3,18.9,444,26.9,1223,,,,,,,3.4,160,1525,2.4,50,743,1,861,17.4,54,1224,75,19.9,1002,1013.4,824,1010.8,1658,1012.2,14.5,6.3,1200,3.33,21.12,,,,,,7,2.4,27.1,18.8,26.4,26.2,25.6,25.1,,,,,,3.6,5.2,,
266,2021-06-25,23.2,18.4,449,28.6,1432,,,,,,,3.7,230,1758,2.7,230,1801,.8,690,18.1,48,1658,74.6,20.7,1001.4,1012.9,1,1009.8,1554,1011.5,14.5,10.3,1200,3.32,26.32,,,,,,7.6,1.6,28.9,17.6,27.9,27.2,26.1,25.6,,,,,,4.4,6.3,,
266,2021-06-26,23.4,20.2,705,28.3,1421,,0,,0,,0,3.6,70,1136,2.7,70,1146,1,872,17.6,45,1324,71.4,20.2,1000.6,1012.3,837,1009.2,1605,1010.7,14.5,6.3,1300,3.38,21.23,,,,,,6.9,3.6,30.5,19.5,28.9,27.3,26.5,26,,,,,,4.2,6,,
266,2021-06-27,24.6,19.1,528,29.5,1459,,,,,,,4.2,50,828,2.8,70,1209,1.2,1059,18.1,48,1320,68.9,20.8,997.5,1010.4,1,1005.4,1649,1007.5,14.5,10.5,1200,3.49,26.19,,,,,,4.8,1.4,32.1,17.8,31.3,28.1,26.8,26.3,,,,,,4.8,6.9,,
266,2021-06-28,24.3,21.5,517,29.2,1358,,.1,,.1,,.1,4.9,70,905,4.1,70,921,1.6,1341,19.3,53,1225,74.9,22.5,995.2,1007.1,16,1003.4,1422,1005.2,14.5,6.8,1100,3.16,19.53,,,,,,6.5,3,29.1,21,,27.9,27.2,26.6,,,,,,3.6,5.2,,
266,2021-06-29,24.2,21.3,407,28.7,1257,,,,,,,3,160,1233,2.1,70,857,.9,817,18.4,55,1415,70.9,21.2,996.3,1007.9,2242,1005.3,233,1006.3,14.5,6.4,1200,3.11,21.04,,,,,,7.6,4.5,30.7,20.3,30.1,28.2,27,26.5,,,,,,3.6,5.1,,
266,2021-06-30,24.4,21,444,29.5,1535,,,,,,,3.9,90,1558,3,90,1605,1.2,1039,18.6,43,1559,71.3,21.5,997.4,1008.6,1009,1006.1,1819,1007.4,14.5,6.1,1300,2.8,20.81,,,,,,6.7,3.6,30.9,19.5,29.3,27.9,27.1,26.6,,,,,,4,5.7,,
266,2021-07-01,25.7,19.9,454,31.3,1544,,,,,,,4.5,50,751,3.3,50,758,1.3,1083,19.6,51,1232,70,22.9,996.7,1007.8,822,1004.8,1640,1006.7,14.5,11.8,1200,3.6,25.92,,,,,,3.9,1.8,32.1,17.8,30.1,28.8,27.5,26.9,,,,,,4.6,6.6,,
266,2021-07-02,25.8,21.8,459,30.5,1500,,,,,,,3.9,70,1037,3.1,70,1055,1.1,985,20.2,51,1312,72.6,23.7,998.9,1011.2,2328,1007.4,1,1008.9,14.5,6.2,1200,3.04,20.89,,,,,,6.8,2.8,32.8,20.7,31.9,29.2,28.1,27.5,,,,,,4.1,5.9,,
266,2021-07-03,22.8,21.5,1332,25,2359,,3.5,1329,9.5,1321,45.5,6,70,1256,4.2,70,1109,2.3,1967,20.7,75,48,89,24.6,997.3,1011,1,1004.2,2356,1007.4,14.5,0,1200,.38,3.05,,,,,,9.6,,23.7,21.8,23.1,25.1,26.3,26.4,,,,,,.9,1.3,,
266,2021-07-04,24.3,22.1,2350,28,1150,,2,133,6,138,9,5.4,230,1313,3.7,230,116,2.4,2080,21.9,68,1230,87.1,26.3,997.1,1011,2347,1002.8,220,1007.1,14.5,2,1100,2.07,11.89,,,,,,8.4,4,25,22.6,25.8,25.3,25.3,25.2,,,,,,2.1,2.9,,
266,2021-07-05,21.5,20.5,536,23.1,2351,,3.5,2141,11,2105,57.5,3,230,1255,2.1,230,1256,.5,438,21.1,91,727,97.6,25,1000.6,1013,1059,1008.7,2343,1010.8,14.4,0,1300,.49,3.45,,,,,,10,4.3,22.8,21.9,22.5,23.7,24.3,24.5,,,,,,.6,.9,,
266,2021-07-06,23,20.7,1117,24.1,101,,11,1008,35.5,923,206.5,6.7,230,452,4.5,290,625,1,865,22.8,98,238,98.9,27.8,998.5,1010.1,2215,1006.1,555,1008.5,14.4,0,1200,.6,2.04,,,,,,10,4.9,23.2,21.9,23.3,23.5,23.7,23.7,,,,,,.7,1.1,,
266,2021-07-07,25,22.8,2232,28.7,1020,,4,1333,14,1640,38.5,4.9,250,1100,3.4,50,1931,1.5,1263,24.4,85,1020,96.6,30.6,998.3,1010.2,17,1006.3,1804,1008.3,14.4,.5,1000,1.46,6.88,,,,,,9.6,6.8,26.2,23.5,26.8,25.2,24.5,24.3,,,,,,1.1,1.6,,
266,2021-07-08,25.3,23,42,29.7,1413,,2.4,1646,4.8,1558,6.6,3,320,1552,2.3,200,1447,.6,535,24.2,78,1414,94.1,30.1,996,1007.2,1,1005,1603,1005.9,14.4,.6,1200,1.72,8.89,,,,,,9.8,5.5,26.3,24,26.8,26.1,25.2,24.9,,,,,,1.7,2.4,,
266,2021-07-09,25.8,23,1312,29.7,1532,,4.2,1259,11,1216,13,3.9,250,1925,2.9,250,1932,1.3,1127,23.8,72,1219,89.4,29.5,996,1008.2,2320,1004.7,328,1005.9,14.4,3.5,1400,2.18,14.85,,,,,,7.5,5.5,28,23.1,28.5,26.8,26,25.6,,,,,,2.7,3.8,,
266,2021-07-10,26.1,22.6,516,30.1,1245,,,,,,,5.2,230,1431,3.6,230,1438,1.1,934,23.4,67,1030,85.9,28.7,999.2,1011.4,2353,1007.6,254,1009.1,14.4,6.2,1200,2.83,19.14,,,,,,5.4,3.6,27.1,21.4,28.1,27.2,26.5,26.1,,,,,,3.3,4.7,,
266,2021-07-11,26.8,22.9,526,31.9,1419,,0,,0,,0,4.3,230,1607,3,230,1608,1.1,977,24,65,1419,85.6,29.9,1001.2,1012.5,842,1009.7,1749,1011.2,14.4,7.2,1300,3.22,21.56,,,,,,5.5,3.1,28.5,21.5,30.3,27.9,27,26.5,,,,,,3.8,5.4,,
266,2021-07-12,28.1,24.8,418,32.6,1410,,,,,,,3.9,230,1656,2.9,230,1704,1.1,964,24.4,59,1444,81.8,30.5,1001,1012.1,904,1009.8,1531,1010.9,14.3,8.9,1100,3.19,24.41,,,,,,6.6,3,30.8,24.1,,29.3,28.1,27.5,,,,,,4.3,6.2,,
266,2021-07-13,28.1,24.9,440,32.4,1259,,,,,,,3.9,250,1551,3.3,230,1806,1.1,928,24.5,63,1349,81.5,30.8,1001.7,1013,2343,1010.8,321,1011.6,14.3,8.7,1300,3.48,25.42,,,,,,6.4,3.9,31.6,23.7,33.4,30.2,28.8,28.2,,,,,,4.9,6.9,,
266,2021-07-14,28,25.3,2307,32.1,1356,,,,,,,4,250,1259,3.4,230,1302,1.1,938,24.4,64,1350,81.6,30.5,1003.5,1015,2352,1012.5,116,1013.5,14.3,7.8,1000,3.08,23.02,,,,,,7,3.5,31.7,24.1,34.3,31,29.6,28.9,,,,,,4.2,6.1,,
266,2021-07-15,27.4,23.7,543,32.3,1231,,,,,,,3.4,250,1445,2.8,180,1341,.9,752,24,63,1232,82.8,29.8,1005.2,1016.2,2246,1014.1,1618,1015.2,14.3,7.2,1200,3.51,20.23,,,,,,5.5,2.1,31.7,22.5,31,30.6,29.4,28.7,,,,,,3.7,5.3,,
266,2021-07-16,26.9,23.1,1628,32.5,1228,,.5,1603,.5,1513,.5,5.8,290,1600,4.3,290,1610,1,864,23.1,57,1225,81.1,28.3,1004.8,1016.3,653,1012.7,1545,1014.8,14.3,8.9,1100,3.24,23,,,,,,6.1,1.6,32.8,23,31.8,31.1,29.7,29,,,,,,3.9,5.6,,
266,2021-07-17,26,23,49,30,1308,,.3,1814,.4,1724,.5,5.3,90,1433,4.2,70,1400,2.1,1856,21.7,65,1309,77.9,26,1002.3,1014.1,1,1010.6,1624,1012.2,14.3,4.6,1300,3.09,16.04,,,,,,7.5,3.3,28.5,21.7,29,28.9,28.6,28.3,,,,,,3.6,5.1,,
266,2021-07-18,26.7,23.8,1,31.3,1354,,0,,0,,0,5,90,853,3.9,70,1850,2.6,2247,22.2,56,1355,77.1,26.8,1001.8,1013.2,2300,1010.6,1408,1011.7,14.2,6.1,1100,3.23,19.54,,,,,,6.3,2,30.8,21.9,29.8,29.2,28.3,27.9,,,,,,3.5,5,,
266,2021-07-19,26.7,22.9,539,30.8,1411,,.5,433,.5,343,.5,4.2,50,235,3.4,70,433,1.7,1427,22.6,62,1333,78.9,27.5,1003.5,1014.7,2323,1012.4,224,1013.5,14.2,4.4,1300,3.24,18.49,,,,,,9.5,5.4,31.4,22.6,30,29.5,28.5,28,,,,,,3.7,5.3,,
266,2021-07-20,27.4,25.3,13,29.5,1412,,0,,0,,0,4.5,50,742,3.3,50,806,1.8,1564,22.8,68,1452,76.5,27.7,1004.2,1015.5,823,1012.7,1815,1014.2,14.2,.6,1000,1.74,13.19,,,,,,10,1.6,29.1,24.2,29.3,29,28.5,28.2,,,,,,2.8,4.1,,
266,2021-07-21,28.2,25.2,534,32.5,1419,,,,,,,5.1,50,1014,3.8,50,303,2.2,1928,21.7,55,1142,68.4,26,1002.2,1013.9,20,1010.3,1716,1012.2,14.2,8.7,1100,3,20.12,,,,,,6.8,.4,31,21.3,29.7,29.3,28.5,28,,,,,,4.6,6.6,,
266,2021-07-22,27.9,25,252,32.4,1359,,,,,,,6.1,50,1001,4.4,50,806,2.5,2161,22,57,1402,70.6,26.5,1000.9,1012.7,7,1009.3,1740,1010.8,14.2,10.4,1300,3.19,24.68,,,,,,4.9,1.4,33.1,21.8,31,30.4,29.1,28.5,,,,,,4.9,7,,
266,2021-07-23,28.2,24.8,459,32.3,1238,,,,,,,4.8,50,907,3.8,90,1836,2.2,1941,21.9,57,1228,69.1,26.3,999.4,1010.8,802,1007.8,1752,1009.3,14.1,11.1,1100,3.16,24.42,,,,,,7.8,.4,33.3,22.5,31.5,31,29.8,29.1,,,,,,5,7.1,,
266,2021-07-24,28.3,25.9,339,32.3,1548,,,,,,,5.3,70,543,3.9,50,544,2.4,2088,22,56,1536,69.4,26.5,998.5,1009.5,704,1007.1,1631,1008.4,14.1,10.4,1000,3.03,23.07,,,,,,8.1,.9,34,24,31.7,31.2,30.2,29.6,,,,,,4.8,6.9,,
266,2021-07-25,28.2,25.4,605,32.3,1223,,,,,,,6.1,70,1525,4.7,70,1534,2.9,2490,21,48,1533,66.1,24.9,997,1008.2,559,1005.6,1510,1006.8,14.1,9.7,1200,3.78,26.7,,,,,,6.4,.9,34.2,23.5,32.1,31.5,30.4,29.8,,,,,,6,8.6,,
266,2021-07-26,27.8,25.1,2319,32.4,1327,,,,,,,5.6,50,408,4.3,50,416,2.7,2360,21.2,50,1341,68.3,25.3,995,1006.6,1,1003.7,1640,1004.9,14.1,11.1,1300,3.44,25.04,,,,,,5.6,2.5,35.9,22.5,32.4,31.8,30.7,30.1,,,,,,5.2,7.4,,
266,2021-07-27,28.4,24,339,33.2,1306,,,,,,,4.7,70,904,3.7,70,910,1.5,1336,21.8,49,1310,68.4,26.1,993.5,1005.1,2,1001.7,1648,1003.4,14,12,1200,3.61,26.89,,,,,,3.3,1,35.5,21.1,32.6,32.1,31,30.4,,,,,,5.2,7.5,,
266,2021-07-28,28.6,24.3,525,33.9,1332,,,,,,,3.9,70,1208,2.8,70,827,1.1,948,22.5,49,1335,71,27.2,993.5,1004.5,633,1001.5,1636,1003.4,14,11.3,1200,3.58,26.53,,,,,,3.6,1.1,36.8,22.4,33.8,33.1,31.7,31.1,,,,,,5.2,7.4,,
266,2021-07-29,28.1,24,523,33.8,1337,,,,,,,3.4,250,1659,2.4,70,1312,1,871,22.5,47,1339,72.9,27.2,993.1,1004.3,9,1001.6,1542,1002.9,14,11.6,1200,3.43,25.45,,,,,,5.8,.4,37.4,22.4,34.1,33.4,32.2,31.6,,,,,,4.9,6.9,,
266,2021-07-30,28.4,23.8,518,33.4,1408,,,,,,,3.8,160,1435,2.7,230,1354,1,897,22.7,43,1218,73.3,27.5,992.2,1003.2,649,1000.8,1621,1002.1,14,11.8,1300,3.4,26.07,,,,,,5.9,1.8,37.3,21.6,34,33.3,32.1,31.6,,,,,,5,7.1,,
266,2021-07-31,29.3,25.6,452,34.8,1505,,1,125,1,106,1,3.8,250,1453,2.6,250,1522,1,853,25.1,48,1612,80.1,31.9,991.2,1002.8,801,999.6,1645,1001,13.9,7.5,1400,3.08,22.4,,,,,,6.8,2,36.5,25.8,36,33.2,32.2,31.6,,,,,,4.5,6.4,,
266,2021-08-01,29.6,26.4,301,35.3,1513,,0,,0,,0,4.6,230,1731,3.3,200,1608,1.1,937,24.3,50,1200,75,30.5,991.2,1002.4,2125,999.2,1504,1001,13.9,7.7,1200,3.4,21.6,,,,,,8,5.3,34.9,25.5,33.6,33.4,32.4,31.8,,,,,,4.1,5.8,,
266,2021-08-02,28,24.8,724,32.3,1444,,11,712,20.5,630,24,3.9,160,1222,2.6,160,1228,.8,716,25,60,1435,84.8,31.6,994,1006.5,2332,1001.8,217,1003.9,13.9,5.5,1400,2.78,18.14,,,,,,8.3,2.3,30.5,25,30.5,31.3,31.4,31.2,,,,,,3.4,4.9,,
266,2021-08-03,27.8,25,2400,31.6,1521,,.5,1133,.5,1043,.5,3.6,250,1352,2.6,230,1355,.7,628,24.4,65,1517,82.3,30.5,998.5,1010.6,2322,1005.8,118,1008.4,13.8,3,1500,1.93,14.44,,,,,,6.8,,30.1,24.5,30,30.1,30.3,30.2,,,,,,2.8,4,,
266,2021-08-04,28.9,24.1,555,34.3,1455,,,,,,,3.7,180,1421,2.4,200,1504,.8,699,22.6,50,1338,70.9,27.5,999.4,1010.9,736,1007.5,1645,1009.3,13.8,11.8,1200,3.54,26.82,,,,,,3.1,.3,33.1,23.4,32.5,31.4,30.4,30,,,,,,5.3,7.6,,
266,2021-08-05,30,24.6,449,35.1,1242,,,,,,,3,70,1021,2,70,1026,.7,597,23.4,47,1513,69.3,28.8,996.3,1008.8,1,1003.8,1743,1006.1,13.8,11.9,1200,3.56,25.75,,,,,,2.9,.8,35.5,23.5,34.5,33.1,31.7,31,,,,,,5.1,7.3,,
266,2021-08-06,29.9,25.3,523,36.5,1440,,,,,,,4.8,70,1048,3.1,50,1001,1,860,22.5,36,1450,66.8,27.3,993.2,1005.4,1,1001.2,1558,1003,13.8,10.7,1200,3.35,25.87,,,,,,2.5,.4,37.1,23.5,35.3,34.1,32.5,31.9,,,,,,5.3,7.5,,
266,2021-08-07,30,25.4,309,36.2,1354,,0,,0,,0,6.3,70,2248,5,50,2252,1.2,1006,23.2,44,1313,68.9,28.6,992.7,1004.3,2348,1000.8,1646,1002.5,13.7,10.4,1200,3.46,25.06,,,,,,6,1.3,38,23.9,35.8,34.4,32.9,32.3,,,,,,4.9,7.1,,
266,2021-08-08,26,23.7,1731,29.4,1135,,4,1719,7.5,1708,7.5,5.9,50,1722,4.3,50,1728,1.7,1503,22.5,69,933,81.3,27.2,992.2,1004,5,1000.3,2257,1002.1,13.7,1.8,900,1.6,9.35,,,,,,8.9,2.5,29.8,23.7,28.7,30.6,31.6,31.5,,,,,,2.2,3.1,,
266,2021-08-09,26.7,22.6,602,32.5,1342,,12,2024,50,2020,77.5,5.3,230,1812,3.8,230,1816,.9,785,22.1,50,1339,77.8,26.6,993.1,1006.6,2228,1000.3,413,1003,13.7,7.9,1200,2.81,19.04,,,,,,6.1,3.1,28.7,21.7,28.6,29.4,29.7,29.7,,,,,,3.2,4.6,,
266,2021-08-10,26.3,23.2,146,30.5,1507,,.5,633,1,543,1,4.2,140,1420,3.1,90,1317,1.1,979,23.2,61,1412,84.3,28.4,999,1011.2,2356,1006.3,114,1009,13.6,4.7,1300,3.04,16.9,,,,,,7.8,3.5,28.7,23.4,28.6,28.6,28.7,28.8,,,,,,3.1,4.4,,
266,2021-08-11,25.8,23.2,414,29.9,1428,,.2,,.3,836,.3,4.6,90,1240,3.8,90,1238,1.3,1104,22.6,58,1352,83.1,27.3,1000.9,1011.7,851,1009.2,1605,1010.8,13.6,4.7,1100,2.67,15.82,,,,,,6.1,2.6,28.1,22.5,28.2,28,28.4,28.4,,,,,,3,4.3,,
266,2021-08-12,25.9,22.5,500,30.3,1414,,.4,2018,.5,1928,.5,3.7,70,818,3,70,825,1.3,1099,22.1,61,1406,80.4,26.6,999.8,1011.7,906,1008.2,2256,1009.8,13.6,5.6,1200,3.03,17.49,,,,,,7.6,1.9,27.8,21.1,28,27.9,27.9,27.9,,,,,,3,4.2,,
266,2021-08-13,25.3,23.7,2338,28,1441,,.2,,.2,,.5,4.6,50,853,3.5,50,857,1.7,1434,22.1,73,1400,82.8,26.5,995.8,1008.4,1,1004.4,1508,1005.8,13.5,0,1300,1.26,8.43,,,,,,10,4.9,26.1,22.9,26,26.9,27.5,27.6,,,,,,1.7,2.5,,
266,2021-08-14,23.2,21.6,449,26.2,1556,,.5,139,2,221,8,5.6,50,1239,4.3,50,1244,2,1768,20.1,67,2013,83.5,23.6,997,1010.7,2332,1004.7,403,1007,13.5,2.1,1500,2,10.18,,,,,,9.1,1.8,24.5,20.8,23.9,25.5,26.4,26.7,,,,,,2.3,3.3,,
266,2021-08-15,25.5,21.5,538,30.4,1333,,,,,,,5.5,70,1935,4.4,70,1943,1.8,1596,19.9,54,1338,71.9,23.2,1003.5,1015.9,2315,1010.3,108,1013.5,13.5,9.8,1200,3.19,22.35,,,,,,7.4,2.3,27,20,27.4,26.6,26.4,26.3,,,,,,4.4,6.3,,
266,2021-08-16,25.2,22.3,538,29.3,1434,,,,,,,6.3,50,1118,4.5,50,1039,2.8,2411,19.2,57,1240,70.1,22.2,1003.5,1015.7,3,1011.7,1513,1013.6,13.5,7.2,1000,2.91,19.52,,,,,,6.8,,26.2,20.8,26.2,27,26.9,26.8,,,,,,4.1,5.9,,
266,2021-08-17,25.6,23,2240,30.3,1412,,,,,,,5.8,50,1154,4,50,1142,2.3,1973,19.3,55,1409,68.9,22.4,998.6,1012.1,1,1006.4,1550,1008.6,13.4,5.3,1300,3.22,19.54,,,,,,7.4,,29.6,21,28.9,27.8,27.1,26.8,,,,,,4.3,6.1,,
266,2021-08-18,25.2,21.9,458,29.7,1353,,.5,2044,.5,1954,.5,6.2,70,1312,4.2,70,1316,2.1,1832,19.1,56,1255,70,22.2,999,1010.2,2334,1007.4,1548,1009,13.4,9.1,1300,3.31,23.27,,,,,,7.4,1.8,30.7,19.8,29,28.8,28,27.5,,,,,,4.5,6.5,,
266,2021-08-19,24.7,20.9,2315,30.8,1358,,2.5,2145,7.3,2112,8,4.1,70,1110,3.2,70,1034,1,885,19.6,52,1400,74.8,22.8,1001.6,1014.4,2136,1009.8,206,1011.7,13.4,7.3,1300,3.2,19.89,,,,,,5.6,2.4,30.9,19.6,29.5,28.8,28.1,27.8,,,,,,3.7,5.2,,
266,2021-08-20,24.9,20.2,417,29.8,1525,,,,,,,4.3,140,1408,2.8,90,1241,1.3,1113,21.3,55,1556,81.8,25.3,1002.9,1014.2,836,1011.6,2339,1013,13.3,9.6,1300,3.15,21.32,,,,,,4.5,2.6,28.3,20.2,28.3,27.6,27.6,27.4,,,,,,3.6,5.1,,
266,2021-08-21,23.3,21.6,419,25.2,159,,6,911,12.5,849,62.5,6,230,943,4.3,230,947,1.6,1345,22.6,90,351,96.4,27.4,996.8,1011.6,1,1003.6,1514,1006.9,13.3,0,1100,.53,1.57,,,,,,8.8,4,24,22,23.7,25.3,26.3,26.6,,,,,,.7,1,,
266,2021-08-22,25.4,21.7,501,30.3,1431,,,,,,,4,230,1418,2.8,230,1049,1,879,22.5,65,1432,85.1,27.2,999.6,1011.6,2328,1007.1,514,1009.6,13.3,7.2,1000,2.8,17.91,,,,,,7.8,2.8,26.7,20.5,26.8,26.4,26,25.8,,,,,,2.9,4.1,,
266,2021-08-23,23.7,22.4,617,25,29,,9.5,2139,25,2056,83,6.8,20,2319,5.2,50,2239,1.6,1347,23,87,38,95.8,28,998.1,1011.8,520,999.1,2325,1008.1,13.2,0,1400,.71,4.75,,,,,,9.9,3.4,25.3,22.8,25,25.6,26.1,26.1,,,,,,.9,1.2,,
