지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
266,광양시,2023-07-11,24.7,22.8,1454,26.9,903,,2.8,1341,6.2,1341,12.2,7.7,270,1333,4.3,290,1338,1,884,250,23.9,87,1052,95.3,29.6,997.7,1009.4,1005,1006.7,2037,1007.6,14.4,0,1000,.83,3.72,,,,,,8.6,4.3,26.2,23.5,26,26.1,26.3,25.9,,,,,,.6,.9,,,
266,광양시,2023-07-12,24.6,22.6,451,26.8,1521,,26,138,50.1,330,154.6,12.4,290,135,3.8,270,138,.9,749,250,24.3,93,1400,98.6,30.4,997.1,1008.2,2303,1005.7,158,1007.1,14.4,0,1500,.46,1.59,,,,,,8,8,25.7,22.8,25.3,25.2,25.3,25,,,,,,.6,.8,,,
266,광양시,2023-07-13,26,24.6,356,28.2,1418,,.7,501,.8,413,.8,5.5,250,2251,2.6,250,2253,1,833,230,25.1,84,1425,95.8,31.9,997,1008.1,922,1006,1727,1006.9,14.3,0,1200,.92,5.66,,,,,,9.9,9.9,26.8,24.1,26.3,26.2,25.8,25.2,,,,,,1,1.4,,,
266,광양시,2023-07-14,25.3,24.5,607,26.5,1514,,1.2,854,4.2,434,15.8,9.3,230,1512,4.5,230,1509,2.1,1845,250,24.6,89,1506,96.4,31,994.1,1006,1,1002.8,1901,1004,14.3,0,1100,.48,2.64,,,,,,9.4,9.4,25.2,23.9,25.3,25.4,25.6,25.3,,,,,,.8,1.1,,,
266,광양시,2023-07-15,25.5,21.7,2240,28.5,1459,,1.9,2008,3,2001,5,11.5,250,909,5.9,270,2016,2.5,2172,250,24.4,84,1246,93.9,30.6,994.7,1008.2,2334,1003.3,204,1004.7,14.3,0,1200,1.17,8.09,,,,,,8.8,8.8,26.7,22.1,25.8,25.7,25.5,25.1,,,,,,1.6,2.2,,,
266,광양시,2023-07-16,23.4,21.5,31,26.5,1258,,10.8,1358,18.4,2050,75.9,6.1,290,1355,3.1,290,1343,.6,488,90,23.2,87,1303,99.4,28.5,999.4,1012.3,2314,1007,413,1009.4,14.3,.1,1200,1.61,6.55,,,,,,9.3,9.3,25.1,22,24.9,25,25.3,25,,,,,,1.2,1.7,,,
266,광양시,2023-07-17,25.7,23.4,30,29.8,1321,,16.9,106,73.6,40,115.8,8.5,180,1545,3.5,230,1554,.9,770,200,25,79,1435,96.4,31.6,1003.3,1015.1,2109,1011.3,211,1013.3,14.3,.3,1200,2.19,11.9,,,,,,8.6,8.6,27.3,23.8,26.8,26.6,26,25.3,,,,,,1.9,2.7,,,
266,광양시,2023-07-18,24.4,23.7,822,25.2,1319,,16.5,727,39.4,724,136.6,9.4,90,544,4.5,70,551,1.2,1047,90,24.3,99,512,100,30.4,1000.1,1014.4,1,1007,1950,1010.1,14.2,0,1200,.34,2.21,,,,,,9,9,25.1,23.3,25.3,25.5,25.8,25.5,,,,,,.7,1,,,
266,광양시,2023-07-19,25.7,24,2317,28.6,1449,,0,,0,,0,4.5,70,824,2.4,180,1527,1,869,90,24,78,1455,90.8,29.8,997.8,1009.3,2208,1006.6,439,1008,14.2,1,1400,1.77,12.69,,,,,,6.3,6.3,27.9,24.2,26.9,26.7,26.1,25.5,,,,,,2.3,3.3,,,
266,광양시,2023-07-20,26.4,22.9,549,31,1413,,,,,,,5.2,180,1506,3.2,200,1458,1,862,250,24,67,1131,87.6,29.8,999.7,1011.3,2325,1008.6,1648,1009.6,14.2,6.2,1000,2.95,20.53,,,,,,6.1,6.1,29.5,22.3,28,27.7,27.1,26.3,,,,,,3.4,4.8,,,
266,광양시,2023-07-21,26.1,22.8,450,30.6,1433,,,,,,,6.1,90,1516,3.6,90,1530,1.7,1454,90,23,60,1808,84.5,28.2,1003,1015.3,2339,1011.3,1,1013.1,14.2,8.3,1200,3.41,22.76,,,,,,1.9,1.9,29.5,22.2,28,28,27.6,26.8,,,,,,4.1,5.9,,,
266,광양시,2023-07-22,24.2,22.2,816,25.7,1528,,.8,739,2.1,723,3.5,6.5,70,605,3.3,90,722,1.6,1393,90,22.5,82,201,90.5,27.3,1004.3,1015.8,1019,1013.4,1650,1014.4,14.2,.2,1400,.9,5.97,,,,,,8.6,8.6,24.8,21.8,25.5,25.7,26.4,26.4,,,,,,1.3,1.8,,,
266,광양시,2023-07-23,26.8,24.9,38,29.8,1205,,8.9,1544,15.5,1535,20.7,9,180,1212,4.3,230,1546,1.8,1576,230,25.6,79,1206,94,32.9,1000.9,1013.9,1,1009.2,1811,1010.8,14.1,.5,1100,1.96,12.09,,,,,,9.5,9.5,28.4,25,27.3,27.2,26.8,26.2,,,,,,2.2,3.1,,,
266,광양시,2023-07-24,25.7,24.5,2231,28.3,1002,,15.7,416,27.1,330,61.7,5.7,270,417,3.4,290,1105,1.1,944,250,25.2,86,1018,97.8,32.1,1000.6,1012.8,2141,1008.7,414,1010.6,14.1,.3,800,1.08,6.83,,,,,,9.1,9.1,27.7,25.1,27.1,27,26.9,26.6,,,,,,1.1,1.6,,,
266,광양시,2023-07-25,26.7,24,331,30.5,1446,,6.8,1003,19.1,925,19.1,4.8,230,1340,2.7,250,1442,.9,783,230,24.8,71,1449,90.3,31.3,1004.3,1015.8,2329,1012.1,13,1014.3,14.1,2.9,1100,3.02,14.44,,,,,,8.4,8.4,31.8,24.1,27.9,27.7,27.2,26.6,,,,,,2.3,3.3,,,
266,광양시,2023-07-26,27,23.7,751,31.9,1453,,12.2,307,22,240,,4.8,110,313,2.6,160,321,.9,741,70,25.2,70,1458,91.3,32.1,1006,1017.3,726,1014.2,1614,1016.1,14.1,4.2,1300,3.06,16.24,,,,,,7.3,5.3,30.8,24.6,28.6,28.3,27.8,27.1,,,,,,3.2,4.6,,,
266,광양시,2023-07-27,28.1,23.9,548,33.1,1530,,,,,,,5.1,180,1403,3,70,715,1.2,1030,230,24.8,59,1635,83.6,31.3,1005,1016.2,832,1013.7,1556,1015,14,8.6,1200,3.43,26.3,,,,,,5.9,.6,32.8,24.5,30,29.7,28.8,27.8,,,,,,4.6,6.6,,,
266,광양시,2023-07-28,27.7,24.4,525,31.9,1557,,,,,,,3.7,110,1149,2.5,90,1119,.8,718,320,24.3,62,1607,82.6,30.4,1005,1016,2312,1013.7,1757,1014.9,14,1.3,1300,2.09,15.52,,,,,,7.4,.4,31.6,25.3,29,29,28.9,28.2,,,,,,3.1,4.4,,,
266,광양시,2023-07-29,29.2,23.8,504,34.7,1343,,,,,,,4.3,180,1457,2.4,90,1146,1,838,90,23.9,52,1525,75.3,29.7,1004.8,1015.9,2,1013.2,1714,1014.7,14,12.3,1300,3.38,26.59,,,,,,3.6,.8,35.5,23.9,30.2,30,29.3,28.4,,,,,,5.2,7.5,,,
266,광양시,2023-07-30,28.3,24.6,539,33,1530,,,,,,,5.8,140,1429,2.9,160,1747,1.1,926,230,24,58,1438,78.8,29.8,1004.1,1015.4,854,1012.2,1718,1014.1,14,8.4,1400,3.05,20.23,,,,,,5.3,1,33.6,23.8,30,29.9,29.6,28.9,,,,,,3.9,5.6,,,
266,광양시,2023-07-31,29,23.6,540,34.4,1411,,,,,,,4.5,180,1207,2.7,110,1329,1,896,230,23.6,51,1342,74.4,29.1,1002.7,1014.7,1,1010.7,1702,1012.6,13.9,11.8,1200,3.39,25.88,,,,,,4.6,.4,35.2,22.5,31.2,30.9,30.1,29,,,,,,5.2,7.5,,,
