지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
266,광양시,2023-02-11,5.6,1.6,158,10.8,1417,,,,,,,7.1,70,447,3.4,70,503,1.2,1021,70,.9,53,1243,72.4,6.6,1012.3,1024.8,2322,1021.3,459,1023.3,10.8,.8,1300,1.37,7.34,,,,,,6,2.5,5.4,-.2,5.2,5.5,6.1,6.2,,,,,,1,1.5,,,
266,광양시,2023-02-12,6.7,1.7,659,10.5,1524,,,,,,0,10.3,70,2256,5.9,50,2154,1.9,1682,70,0,34,1544,65.3,6.1,1009.3,1024.6,1,1015.9,1747,1020.2,10.8,1,1000,1.3,6.85,,,,,,7.5,2.8,5.1,-.6,4.8,5.2,5.8,5.9,,,,,,1.6,2.3,,,
266,광양시,2023-02-13,8.1,6.3,350,10.6,1556,,,,,,.1,11.1,70,209,5.4,70,127,2.5,2148,70,2.5,58,1,68,7.3,1006.1,1019.1,2140,1015.1,1423,1016.8,10.9,.4,1300,1.12,6.15,,,,,,6,4.1,8.4,4.8,8.5,7,6.8,6.5,,,,,,1.2,1.7,,,
266,광양시,2023-02-14,6.7,3.1,730,11.9,1447,,,,,,,6.5,160,1447,3.8,230,1347,1.7,1500,290,-1.4,31,1653,58.1,5.6,1010,1023.6,2325,1018.7,1448,1020.9,10.9,8.7,1200,2.47,14.86,,,,,,2.3,.9,8,1.3,7.9,7.5,7.4,7.1,,,,,,2.2,3.1,,,
266,광양시,2023-02-15,4.7,2.8,558,7.7,1444,,,,,,,10,70,727,5.3,70,244,3,2585,70,-1.7,50,1258,63.8,5.4,1017.4,1032.1,2327,1023.5,7,1028.4,10.9,.3,1200,1.64,8.04,,,,,,5.9,5.5,5.8,2,5.6,6.2,6.9,6.9,,,,,,1.3,1.9,,,
266,광양시,2023-02-16,5.6,3,2251,10.6,1637,,,,,,0,6,70,26,3.1,250,1538,1.6,1367,70,-.6,51,1132,64.9,5.9,1019.6,1032.5,914,1029.2,1709,1030.6,11,2.6,1400,1.41,9.25,,,,,,4.1,3,7.2,.7,7,6.5,6.9,6.8,,,,,,1.3,1.9,,,
266,광양시,2023-02-17,5.5,1.2,604,10.9,1425,,,,,,.3,5.4,270,43,3.2,290,33,1,828,160,-1.3,29,1420,63.8,5.6,1016.5,1029.7,914,1025.2,2326,1027.5,11,.2,1300,1.58,6.08,,,,,,7.9,4.6,5.9,-.8,5.7,5.9,6.3,6.5,,,,,,1,1.4,,,
266,광양시,2023-02-18,7.7,4.9,236,9.8,2356,,,,,,.9,6.6,270,2357,3.6,270,2359,.7,594,270,6.5,69,58,92.1,9.7,1009.4,1025.3,1,1016.6,2347,1020.2,11,0,1000,.43,2.13,,,,,,7.6,7.1,7.8,5.9,7.7,7.4,7.3,7,,,,,,.6,.9,,,
266,광양시,2023-02-19,6.6,.8,2349,9.9,1407,,,,,,.2,15.7,290,1154,8.6,290,1220,4.6,3945,290,-1.7,32,1838,58,5.9,1007.6,1022.9,2358,1014.9,501,1018.4,11.1,7,1200,2.63,14.93,,,,,,4.6,1.9,8.1,-1.2,8.2,8.4,8.4,7.8,,,,,,2.8,4,,,
266,광양시,2023-02-20,2.5,-2.1,2333,9.1,1344,,,,,,,16,270,1207,7.6,290,1206,3.5,3048,290,-9.2,18,1611,43.1,3.1,1014.8,1030.2,2400,1022.9,1,1025.9,11.1,9.3,1100,2.53,16.78,,,,,,.9,0,3.9,-3.2,3.5,5.1,6.4,6.8,,,,,,2.8,4,,,
266,광양시,2023-02-21,1.2,-5,631,7.2,1455,,,,,,,7.3,290,53,5.1,290,58,1.8,1592,290,-11.8,20,1459,39,2.5,1022.1,1034.7,2250,1030.2,1,1033.3,11.1,9.9,1200,2.78,18.04,,,,,,1,0,3.7,-4.8,3.2,4.3,5.3,5.8,,,,,,2.5,3.6,,,
266,광양시,2023-02-22,5.4,-1.7,536,12.3,1527,,,,,,.5,7,230,1538,3.9,230,1537,1.5,1327,180,-2.9,39,1250,56.5,5.1,1018.9,1034.3,1,1025.8,2308,1029.9,11.2,8.2,1200,2.62,16.8,,,,,,5.4,1.3,6,-2.7,5.6,5.7,5.8,5.9,,,,,,2.2,3.2,,,
266,광양시,2023-02-23,7.7,2.6,646,14,1426,,,,,,.7,5.8,230,1438,3.2,290,49,1.3,1124,290,-.2,30,1600,61,6.1,1011.9,1026,1,1020.3,1705,1022.7,11.2,9.1,1200,2.68,17.04,,,,,,5.5,2.9,10.8,2.3,9.8,8.5,8,7.3,,,,,,2.6,3.8,,,
266,광양시,2023-02-24,8,2.8,2356,15.3,1513,,,,,,,10.3,270,1455,5.7,290,1520,2.5,2169,290,-6.7,21,2343,35.9,3.8,1011.9,1027,2234,1020.3,1423,1022.7,11.2,8.4,1300,2.53,15.4,,,,,,4.6,3.5,9.8,-.3,9.2,8.9,8.7,8.3,,,,,,3.6,5.2,,,
266,광양시,2023-02-25,3.1,-1,705,9.5,1602,,,,,,,11.4,290,42,7.3,320,207,3.5,3051,290,-10.3,19,1503,38.5,2.8,1019.3,1034.8,2357,1026.6,43,1030.4,11.3,10.2,1200,2.89,19.42,,,,,,0,0,6.7,-2.8,5.2,6.7,7.6,7.8,,,,,,3.2,4.6,,,
266,광양시,2023-02-26,4.1,-3.3,722,12.2,1557,,,,,,,5.2,290,38,3.4,270,17,1.5,1325,290,-11.6,12,1458,33.5,2.6,1024.8,1037.9,851,1034.1,1551,1036,11.3,10.2,1200,2.88,19.34,,,,,,0,0,7.4,-4.2,5.7,6.4,7,7.2,,,,,,2.9,4.2,,,
266,광양시,2023-02-27,6.6,-.7,703,14.9,1533,,,,,,,7.5,180,1417,4.3,250,1307,1.4,1207,250,-4.9,14,1353,47.1,4.3,1023.3,1037.1,847,1032,1705,1034.3,11.4,10.4,1200,2.88,19.58,,,,,,0,0,9.1,-2.8,7.1,7.2,7.4,7.3,,,,,,3.4,4.9,,,
266,광양시,2023-02-28,8.8,.9,713,16.5,1553,,,,,,,9.2,270,1103,5,250,1051,2,1748,270,.4,35,1416,56.9,6.4,1016.9,1032.2,1,1024.5,1645,1027.8,11.4,10.3,1200,2.84,19.35,,,,,,1.4,.3,11.1,-2,9.1,8.4,8.3,7.9,,,,,,2.9,4.2,,,
