지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
266,광양시,2023-06-11,23.6,20.9,2400,28.7,1435,,.3,713,.4,636,.4,7,160,1547,3.8,140,1555,1.5,1312,90,19.3,54,1437,78.4,22.4,995.9,1007.5,2226,1004.6,1726,1005.9,14.5,5.5,1200,2.94,19.42,,,,,,6.5,2.5,28.1,20.2,27.2,27.1,26.3,25.2,,,,,,3.8,5.4,,,
266,광양시,2023-06-12,24.1,19.5,533,29.4,1355,,,,,,,5.7,160,1550,3.1,140,1522,1.3,1080,160,19.2,52,1242,75.9,22.3,995.6,1007.3,733,1003.6,1722,1005.6,14.5,9.7,1200,3.46,25.1,,,,,,4.5,1.6,30.1,18.9,28.2,27.9,26.9,25.8,,,,,,4.7,6.8,,,
266,광양시,2023-06-13,23.8,19.9,537,29,1356,,,,,,,5.4,160,1347,2.9,160,1450,1.3,1154,270,18.8,49,1400,75.5,21.7,994.5,1005.6,1,1003.1,1654,1004.5,14.5,9.7,1300,3.28,23.92,,,,,,5.6,.6,30,19.2,28.6,28.4,27.5,26.4,,,,,,4.2,6,,,
266,광양시,2023-06-14,23.2,18.3,504,29,1306,,,,,,,6.6,230,1559,3.8,230,1649,1.4,1181,230,16.7,40,1233,69.5,19,995.9,1008.3,2315,1004.3,244,1006,14.5,8.5,1200,3.27,23.19,,,,,,5.4,.8,28.6,17.4,27.7,27.6,27.3,26.4,,,,,,4.5,6.4,,,
266,광양시,2023-06-15,21.8,17.4,455,27.2,1209,,2,1242,2,1237,2,5.7,110,1313,3.3,70,1413,1.3,1132,200,17.7,52,1202,79,20.3,998.8,1011.8,2309,1007.6,426,1008.9,14.5,10.1,1100,3.36,23.68,,,,,,3.8,1.4,25.2,16.8,25.8,26.2,26.7,26.1,,,,,,4.1,5.9,,,
266,광양시,2023-06-16,24,17.7,537,30.9,1400,,,,,,,5.5,160,1600,2.9,230,1715,1.3,1108,160,15.9,35,1312,64.5,18.1,1003.3,1014.9,2200,1011.3,40,1013.4,14.5,12.5,1200,3.61,29.46,,,,,,2.3,0,30.3,17.1,28.2,27.9,27.1,25.9,,,,,,5.9,8.4,,,
266,광양시,2023-06-17,24.5,19.1,515,31.1,1431,,,,,,,5.7,230,1405,3.2,200,1510,1.3,1142,250,17.6,49,1409,66.6,20.1,1002.8,1014.8,709,1011.2,2315,1012.8,14.5,9.7,1300,3.36,24.47,,,,,,7.3,.9,30.1,18,28.9,28.6,28,26.8,,,,,,4.6,6.5,,,
266,광양시,2023-06-18,25.9,21,418,31.9,1616,,,,,,,4.9,200,1221,2.9,200,1530,1.2,1005,270,18,44,1424,63.9,20.7,997.4,1011.2,1,1004.6,1745,1007.4,14.5,9.6,1200,3.55,25.93,,,,,,4.9,1.5,32.3,20.9,30.1,29.8,28.8,27.4,,,,,,5.5,7.9,,,
266,광양시,2023-06-19,25.3,20.4,520,31.7,1408,,,,,,,7.6,90,1310,4.1,90,1330,1.7,1464,90,18.7,47,1404,68.6,21.6,996.9,1008.1,2123,1005.2,1503,1006.9,14.5,11,1200,3.45,26.02,,,,,,4.5,.3,31.6,19,30.1,30,29.3,28.1,,,,,,5.3,7.6,,,
266,광양시,2023-06-20,23.4,20.2,2302,28.2,1239,,2.9,2345,8.6,2121,20.4,9.4,90,226,4.7,70,2247,2.9,2466,70,17.1,43,1206,70.4,19.7,995.5,1007.4,807,1003.9,1746,1005.5,14.5,6.3,1000,3.04,17.87,,,,,,7.3,4,27.4,19.3,27.8,28.1,28.4,27.7,,,,,,3.2,4.6,,,
266,광양시,2023-06-21,21.6,19.5,143,23.7,1829,,1.3,102,3.5,13,9.2,8.1,70,317,4.2,90,118,1.7,1483,70,20.2,84,1412,92.3,23.7,992.1,1004.5,29,1000.9,1643,1002.1,14.5,.1,1300,.7,4.96,,,,,,6.6,3.9,23.6,19.5,24,24.3,25.4,25.7,,,,,,1.5,2.1,,,
266,광양시,2023-06-22,24,19,538,29.1,1703,,,,,,,9.9,290,1109,4.7,290,1108,2.4,2092,290,17.8,47,1720,69.8,20.4,994.2,1006,2324,1002.9,22,1004.2,14.5,11.2,1100,3.73,28.99,,,,,,4.8,.5,26.7,18,25.7,25.6,25.5,24.9,,,,,,5.4,7.8,,,
266,광양시,2023-06-23,24,18.8,517,29.8,1230,,,,,,,5.5,110,1248,3.3,90,1007,1.5,1313,90,18,48,1236,70.5,20.7,1000.1,1014.2,2333,1005.8,39,1010.2,14.5,11.6,1100,3.47,26.57,,,,,,4.9,2.1,27.8,17.7,26.9,26.7,26.4,25.7,,,,,,4.6,6.6,,,
266,광양시,2023-06-24,23.5,19.7,535,29.1,1445,,,,,,,5.3,70,1004,3.2,90,927,1.5,1298,90,19,54,1234,76.9,21.9,1005.1,1016.5,2234,1013.7,116,1015.2,14.5,6.9,1200,3.15,22.86,,,,,,8.3,.5,27.8,20.3,27.5,27.3,27,26.1,,,,,,4,5.7,,,
266,광양시,2023-06-25,21.3,19.8,433,24.2,1214,,2.9,1826,10.1,1642,28.2,7.9,70,1842,4.3,90,1605,2,1754,70,19.7,72,1146,90.9,22.9,1003.4,1016.5,1,1011.6,1842,1013.6,14.5,.1,1100,1.48,9.24,,,,,,9.4,3.3,23.8,20.6,24.2,24.6,25.7,25.7,,,,,,1.5,2.1,,,
266,광양시,2023-06-26,23.5,20.7,128,25.1,1532,,8.1,319,11.4,305,34.8,7.9,200,2207,3.6,200,2250,1.7,1428,230,23,93,1845,97.4,28.2,999.6,1011.9,12,1008.8,2331,1009.6,14.5,0,1300,.53,3.15,,,,,,9.1,6,24.1,21.4,23.8,23.8,24.1,24.1,,,,,,1,1.4,,,
266,광양시,2023-06-27,25.1,20.3,2400,30.4,1402,,24.4,2122,49.6,2058,83.6,13.6,290,2318,4.7,90,2351,2.3,1975,250,23,68,1403,89.3,28.1,1000.7,1013.7,2356,1008.4,239,1010.7,14.5,4.8,1300,3.41,21.65,,,,,,8.5,3.8,28.3,20.3,26.9,26.6,25.7,24.8,,,,,,3.6,5.1,,,
266,광양시,2023-06-28,22.2,18.9,538,24.9,1627,,10.1,3,19,1,47.5,8.9,90,452,4.4,90,6,1.4,1190,90,20.6,77,1245,91,24.3,1000.4,1015.6,21,1008.6,1751,1010.5,14.5,.4,900,1.68,9.81,,,,,,9,5.4,24.5,19.1,24,24.1,24.6,24.5,,,,,,1.7,2.4,,,
266,광양시,2023-06-29,24.2,22.6,42,25.6,1029,,2.6,1735,5.4,1235,10.9,7.3,250,1736,3.3,270,1814,1.3,1115,230,23.5,90,1027,96.5,28.9,994.8,1008.9,3,1001.9,1718,1004.7,14.5,0,800,.47,3.3,,,,,,9,7.4,25.1,23,24.8,24.8,24.8,24.5,,,,,,.7,.9,,,
266,광양시,2023-06-30,24,22.6,640,25.7,1151,,8.8,556,17.1,520,31.7,9.3,250,1213,4.2,270,1221,1.5,1265,250,23.1,86,1633,95,28.3,992,1003.6,2400,1000.9,1510,1002,14.5,.1,1100,1.58,6.31,,,,,,9.8,2.6,25,22.9,24.8,24.8,24.7,24.4,,,,,,1.1,1.6,,,
