지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
266,2020-06-05,24.8,20.1,504,31.4,1306,,,,,,,3.8,290,154,2.9,290,202,1,875,18,47,1243,66.9,20.6,996.8,1008.1,2232,1005.7,256,1006.6,14.4,9.6,1200,3.09,21.53,,,,,,7.1,.4,29.7,16.5,28.3,27.7,25.9,24.8,,,,,,3.7,5.2,,
266,2020-06-06,22.2,19.2,437,28.9,1502,,.8,1858,1,1858,1,4.6,50,956,3.6,270,1903,1.7,1434,17.3,49,1238,75.8,19.8,999.2,1012,2253,1007,1510,1009.2,14.4,6.1,1200,3.11,20.14,,,,,,8.5,5.3,28.3,19,27.1,27.1,26.1,25.2,,,,,,4.1,5.8,,
266,2020-06-07,23.1,18.6,554,28.8,1259,,,,,,,3.6,180,1512,2.8,180,1050,.8,718,14.7,33,956,61.8,16.8,1002.3,1013.6,2349,1010.8,1424,1012.2,14.4,11.5,1200,3.41,27.02,,,,,,1.5,1,30,16.3,28.1,27.7,26.3,25.3,,,,,,5.3,7.6,,
266,2020-06-08,24.4,17.7,519,31.7,1437,,,,,,,3.5,110,1336,2.5,70,1115,.8,708,12.8,28,1508,51.3,14.9,1005.1,1016.6,2241,1013.6,15,1014.9,14.5,12.7,1200,3.49,28.73,,,,,,.3,.1,31.3,13.7,28.9,28.4,26.8,25.7,,,,,,5.7,8.2,,
266,2020-06-09,25.7,18.3,527,32.8,1326,,,,,,,4.4,140,1528,3.1,230,1658,.9,763,14.1,33,1148,50.5,16.3,1005,1016.5,1,1013.5,1617,1014.9,14.5,12.3,1300,3.48,28.61,,,,,,2.4,.1,32.6,12.8,29.7,29.1,27.3,26.2,,,,,,5.8,8.3,,
266,2020-06-10,25.4,20.9,511,32.1,1324,,1.5,2226,2,2147,2,4,160,1237,2.7,180,1239,.9,804,18,39,1235,65.6,20.7,999.7,1014.6,1,1006.3,2358,1009.6,14.5,9.2,1200,3.44,23.77,,,,,,6.3,2,32.7,18,31.1,30,28.2,27.1,,,,,,4.3,6.2,,
266,2020-06-11,24.8,21.5,1,29.4,1426,,1,52,2.5,22,5,3.7,90,1521,2.4,70,1529,.7,618,21.6,65,1426,83.1,25.8,993.6,1006.3,1,1001.6,1515,1003.4,14.5,1.5,1200,2.63,14.42,,,,,,8.4,5.3,27.5,22.4,27.8,27.7,27.3,26.6,,,,,,2.5,3.5,,
266,2020-06-12,24.4,21.8,2314,30.1,1258,,2,2230,7.5,2229,11,3.9,160,1426,2.9,180,1427,1.1,946,20.7,58,1302,81.5,24.5,995.3,1006.8,1028,1003.6,1625,1005.1,14.5,4.2,1200,3.25,16.52,,,,,,8.3,5.9,29,21.9,28.6,28.2,27,26.2,,,,,,3,4.3,,
266,2020-06-13,22.6,21.5,216,24.5,1339,,9,27,31,1,99.5,3.6,290,424,2.4,290,430,.7,635,21.1,84,1547,92.1,25.1,995.7,1006.9,1059,1003.3,220,1005.6,14.5,0,1300,1.29,5.45,,,,,,10,4.5,23.8,21.2,24.2,24.6,25.1,24.8,,,,,,1,1.5,,
266,2020-06-14,23.7,21.4,2307,28.4,1606,,2,746,6,746,18.5,5.2,270,1630,4.1,270,1637,1.8,1591,20.7,66,1723,84.4,24.7,995.3,1007.3,2226,1003.6,641,1005.1,14.5,3.1,1500,2.56,11.58,,,,,,8.5,4.1,24.7,18.7,25.2,25.1,24.9,24.4,,,,,,2.7,3.9,,
266,2020-06-15,24.7,19,455,30.7,1444,,,,,,,4.2,230,1736,3.5,270,321,1.5,1314,14.7,34,1343,55.1,16.8,996.7,1008.4,743,1004.6,1536,1006.6,14.5,11.9,1200,3.69,28.93,,,,,,5.6,.1,25.5,15.1,26.1,25.8,25,24.5,,,,,,6.2,8.9,,
266,2020-06-16,25,20.1,547,31.3,1422,,,,,,,4.1,110,1821,3.4,290,737,1.4,1190,13.1,30,1422,49.1,15.2,996,1007.4,2205,1003.8,1618,1005.8,14.5,12.8,1100,3.57,28.42,,,,,,5.1,.4,26.1,15.8,26.3,26,25.5,24.9,,,,,,5.5,7.8,,
266,2020-06-17,22.3,17.6,2343,27.2,1221,,.5,2337,.5,2247,.5,3.4,230,2230,2.4,230,2234,.9,815,15,44,1225,65.1,17.1,996.3,1007.2,733,1004.9,1602,1006.2,14.5,2.8,1100,2.49,15.56,,,,,,9.3,2.9,24.1,16,24.5,24.6,25,24.5,,,,,,2.6,3.7,,
266,2020-06-18,17.8,15.9,534,18.9,2156,,2.5,1810,10,1740,64.5,7.1,70,602,5.1,50,1725,3.1,2643,15.9,79,2355,89.1,18.1,992.3,1006.6,1,999.6,1727,1002.4,14.5,0,1000,.79,4.09,,,,,,8.9,3.6,19,15.9,19.4,20.5,22.4,22.6,,,,,,1.3,1.8,,
266,2020-06-19,22.3,17.7,444,28.5,1523,,.5,16,.5,105,2,6.1,360,549,4.6,50,358,1.8,1573,16.1,43,1314,69.5,18.3,996.2,1011,2357,1001,32,1006.1,14.5,7,1100,3.86,24.17,,,,,,5.6,3.5,23.9,17.2,24,23.5,22.4,22,,,,,,4.2,6,,
266,2020-06-20,22.3,19.8,623,27.2,1347,,,,,,,2.8,160,1530,1.9,110,1406,.8,690,17.3,53,1455,74.5,19.8,1001,1012.6,757,1009.1,1803,1010.9,14.5,6,1300,3.48,19.2,,,,,,6.6,3.8,24.6,18.3,25,24.7,24.1,23.3,,,,,,3.5,5,,
266,2020-06-21,22.6,19.4,547,27.8,1353,,,,,,,4.7,70,943,3.4,70,742,1.5,1281,16.6,50,1423,70.1,18.9,998.4,1010.5,2,1006.5,1700,1008.3,14.5,9.8,1200,3.53,25,,,,,,3.6,2.5,25,16.7,25.4,25.3,24.7,24.1,,,,,,4.6,6.5,,
266,2020-06-22,23.5,17.8,355,29.5,1417,,,,,,,3.6,90,1554,2.7,70,1519,1,834,16.2,40,1642,65.6,18.4,999.3,1011,2229,1008,330,1009.1,14.5,13.1,1200,3.53,29.66,,,,,,.8,0,26.9,14.6,26.4,25.9,25,24.4,,,,,,5.3,7.6,,
266,2020-06-23,24,18.2,516,30.1,1356,,,,,,,3.9,70,1120,2.8,90,1631,1.1,940,15.4,29,1418,61,17.5,999.8,1010.9,49,1008.9,1721,1009.7,14.5,11,1200,3.57,28.35,,,,,,4.9,.3,27.7,13.7,27.1,26.9,25.8,24.9,,,,,,5,7.2,,
266,2020-06-24,22.3,20.9,1456,24.1,1305,,2.5,1536,11,1621,42,4.1,70,1534,2.8,70,1541,1.3,1089,19.2,65,110,83.6,22.4,995.7,1009,1,1002.4,2400,1005.5,14.5,0,1100,.92,4.46,,,,,,9.6,5.5,22.6,19.3,23.1,23.7,24.7,24.4,,,,,,1,1.5,,
266,2020-06-25,22.1,19.9,2317,24.1,1102,,1,1325,2.5,1241,7.5,3.2,250,2043,2.3,270,2104,1.1,975,20.5,83,1046,91.1,24.2,993.3,1005,2313,1001.9,129,1003.2,14.5,0,1000,.73,4.96,,,,,,9,2.6,23.3,19,23.5,23.7,23.8,23.4,,,,,,1.5,2.1,,
266,2020-06-26,24.2,19.1,551,30.2,1424,,,,,,,4.8,290,1022,3.4,290,1023,1.7,1443,17.7,47,1512,69.5,20.3,997,1009,2209,1004.4,9,1006.8,14.5,12,1200,3.58,29.46,,,,,,3.3,,27.1,17,26.6,25.8,24.4,23.8,,,,,,5.1,7.3,,
266,2020-06-27,24.2,19.8,455,29.7,1321,,,,,,,2.8,70,1351,2.1,70,1138,.7,568,19,44,1350,74.1,22,995,1008.5,6,1003.2,1729,1004.8,14.5,6.2,1300,2.54,18.83,,,,,,6.8,.8,25.3,17,25.5,25.6,25.2,24.6,,,,,,3.5,5,,
266,2020-06-28,26.3,20.7,518,31.8,1513,,,,,,,4.9,270,1446,3.5,270,1454,1.1,979,18.5,39,1516,64.6,21.4,994.1,1005.9,2253,1002.7,1353,1003.9,14.5,12,1200,3.07,26.22,,,,,,2.8,.1,28.3,18.1,28,27,25.9,25.1,,,,,,5,7.1,,
266,2020-06-29,21.6,19.3,1600,24.1,1,,9.5,2120,31.5,2049,96.5,6.9,70,1837,5.4,90,1955,2.5,2163,19.5,72,1,88.5,22.7,992.1,1006.9,822,991.3,2400,1002,14.5,0,1000,.52,3.34,,,,,,9.3,4.5,21.7,18.9,21.5,23.1,24.6,24.4,,,,,,.9,1.3,,
266,2020-06-30,21.4,19.1,2114,25.6,1334,,.5,1,1,344,3,7.5,270,1238,5.5,270,1251,2.9,2516,17.4,60,1335,79,20,984.1,999.1,2246,988.7,417,993.9,14.5,1.9,1200,3.03,13.07,,,,,,7.9,7,22.4,17.9,22.6,23.1,23.3,22.9,,,,,,3,4.3,,
266,2020-07-01,22.5,19,518,28.5,1401,,,,,,,4.4,290,725,3.4,290,705,1.3,1087,15.9,46,1410,67,18,994.6,1008.8,2306,999,1,1004.4,14.5,4.8,1100,3.2,17.75,,,,,,5.6,4.1,23.5,16.7,24,23.8,23.6,23.1,,,,,,3.2,4.6,,
266,2020-07-02,22.6,18.3,325,26.3,1449,,,,,,,3.9,70,1619,2.7,70,1738,1.1,930,16.8,55,1528,70.5,19.1,1001.3,1013.3,2238,1008.7,216,1011.3,14.5,3.5,1200,2.02,15.82,,,,,,8.3,3,24,16,24.8,23.6,23.7,23.3,,,,,,3.1,4.5,,
266,2020-07-03,20.2,18,2027,22.2,413,,4,1937,12.5,1930,15.5,7.5,50,2158,5.7,50,2051,3.1,2699,15.3,57,406,74.1,17.4,1000.1,1013,1,1007.4,1820,1010.1,14.5,0,1300,1.3,6.05,,,,,,9.8,3.9,20.2,17.4,19.9,21.6,22.9,22.7,,,,,,1.9,2.7,,
266,2020-07-04,21.4,19.2,1,25.1,1302,,,,,,,5.8,50,249,4.1,50,705,1.5,1274,16.3,57,1330,73.4,18.5,997.2,1008.4,1,1006.2,247,1007.2,14.4,.1,1200,1.72,10.35,,,,,,7.9,5.3,22.2,17.4,22.8,22.1,22.2,21.8,,,,,,1.9,2.7,,
266,2020-07-05,22.2,19.3,513,26.5,1446,,,,,,,2.8,180,1513,2.1,180,1452,.6,546,17.4,53,1447,75.3,19.9,995.1,1007.6,1,1002.9,1755,1005,14.4,2.2,1200,2.41,16.03,,,,,,8.4,4.5,24.4,17.9,25.1,23.9,23.2,22.5,,,,,,2.6,3.7,,
266,2020-07-06,22.3,20.6,108,24.2,1006,,0,,0,,0,3.4,70,1015,2.6,70,1016,.7,592,19.5,72,1016,84.5,22.7,991.9,1003.3,1,1000.4,904,1001.8,14.4,0,900,.93,4.46,,,,,,9,7.1,22.7,18.9,23,23,23.2,22.9,,,,,,1.2,1.7,,
266,2020-07-07,24.2,21.4,410,29.3,1218,,7,2025,10.4,2011,10.5,3.8,180,1222,2.7,160,1231,1,855,20.5,57,1224,81.4,24.1,994.2,1005.2,2124,1002.9,1,1004.1,14.4,6.4,1300,2.99,21.44,,,,,,5.8,3.8,28.4,18.4,26.9,25.9,24.4,23.5,,,,,,3.9,5.5,,
266,2020-07-08,24.2,20.1,543,29.5,1252,,,,,,,2.9,160,1245,2.1,90,2049,.8,727,19.2,49,1309,75.3,22.3,995,1006,2213,1003.4,1533,1004.8,14.4,8.3,1100,3.11,22.16,,,,,,5.4,1.1,29,18.5,26.8,26.3,25.3,24.5,,,,,,3.8,5.5,,
266,2020-07-09,22.9,20,321,27.3,1226,,.5,1513,2,1515,3.5,5,90,1424,3.9,70,1246,1.8,1558,19.8,65,1117,83.9,23.1,994.7,1005.8,1,1003.4,1411,1004.5,14.4,2.8,1100,2.81,12.85,,,,,,6.5,2.6,25.1,18.2,24,24.5,24.9,24.4,,,,,,2.3,3.2,,
266,2020-07-10,23.9,21.4,913,28.3,1522,,7,710,14,708,40.5,9.7,50,919,6.8,50,924,2.4,2063,21.1,66,1602,85.1,25,991.4,1004,1,999.3,1324,1001.2,14.4,1.2,1300,2.31,11.88,,,,,,9.4,,26,21.5,25.3,24.9,24.3,23.7,,,,,,2.4,3.4,,
266,2020-07-11,24.5,22.2,451,28.9,1616,,,,,,,4.8,70,2020,3.5,70,2038,1,887,20.7,63,1331,79.9,24.4,997.1,1011,2352,1003.4,1,1006.9,14.4,1.5,1300,1.98,14.67,,,,,,,,27.2,20.6,26.2,25.9,25.1,24.4,,,,,,2.6,3.7,,
266,2020-07-12,20.5,19.2,2317,22.4,6,,5,1916,15,1917,62,6.5,50,2345,5.3,50,2306,2.5,2165,18.7,79,42,89.8,21.6,1000.1,1012.5,1115,1007.5,2346,1010.1,14.3,0,1300,.64,3.76,,,,,,,,21.1,19,21.3,22.9,24.1,23.9,,,,,,.9,1.3,,
266,2020-07-13,19.3,18.8,343,19.9,1641,,4.5,523,23,711,116.5,6.8,70,331,4.8,50,338,2,1725,17.9,88,1722,92,20.4,992.7,1007.7,7,1001.4,1002,1002.7,14.3,0,1200,.34,1.76,,,,,,8,,19.4,18.6,19.5,20.5,21.5,21.6,,,,,,.8,1.2,,
266,2020-07-14,20.7,19,2326,24.5,1025,,1.5,2032,4,2016,10.5,4,270,1110,3,250,1119,1.3,1133,18.3,67,1027,86.8,21,992.7,1005.3,2255,1000.7,244,1002.6,14.3,2.1,900,2.37,13.64,,,,,,8.9,3.3,24.6,19.4,22.9,22.7,22.2,21.8,,,,,,2.1,2.9,,
266,2020-07-15,19,18.5,913,19.6,1331,,1,720,3.5,720,17,3,70,839,2,70,1140,.6,546,18,91,512,94.3,20.7,996,1007.5,2309,1004.4,337,1006,14.3,0,1300,.58,3.23,,,,,,8,4.5,19.7,19.7,19.8,21.3,22,21.8,,,,,,.8,1.1,,
266,2020-07-16,21.8,18.5,144,27.2,1510,,.5,3,.5,1,.5,3.4,200,1246,2.6,180,1252,.8,668,17.5,54,1459,78.8,20,997.3,1009.2,2330,1005.6,1709,1007.2,14.3,6.2,1100,2.76,20.28,,,,,,5.8,5,26.1,18.3,24.3,23.5,22.8,22,,,,,,3.6,5.2,,
266,2020-07-17,23.2,20,503,28.4,1432,,,,,,,3.9,90,1217,2.6,70,1127,.9,795,18.2,56,1425,74.4,20.9,999.1,1010.6,2236,1007.6,1443,1009,14.2,7.2,1200,3.5,23.85,,,,,,6.4,4.3,28.7,20.3,26.4,25.4,24.2,23.5,,,,,,4,5.8,,
266,2020-07-18,22,20.2,518,24.4,1314,,0,,0,,0,4.1,70,1128,3.2,70,1137,1.7,1501,18,65,1320,78.8,20.7,999.9,1011,945,1009,1653,1009.9,14.2,.3,1100,1.56,10,,,,,,7.3,5.3,23.1,20.1,22.8,23.6,24.1,23.6,,,,,,2,2.8,,
266,2020-07-19,23.9,21,618,26.5,1810,,1,1012,1,922,2,4.7,50,506,3.8,230,2109,1.8,1579,21.4,80,41,86.4,25.7,998.1,1010.3,5,1006.6,1719,1007.9,14.2,0,1000,.64,4.69,,,,,,8.8,7.4,23.9,20.8,23.8,23.6,23.5,23,,,,,,1.1,1.5,,
266,2020-07-20,25.6,23.8,2345,30.1,1544,,.5,452,.5,402,2.5,4.4,230,1548,3.3,230,1558,1.5,1328,22.7,65,1546,84.9,27.7,998.3,1010.6,2303,1006.5,102,1008.1,14.2,1.9,1400,2.43,12.72,,,,,,8.8,5,28.2,23.4,27.7,26.2,24.8,23.9,,,,,,2.7,3.8,,
266,2020-07-21,24.7,21.7,524,29.3,1510,,.5,133,2.5,139,3.5,3,230,310,2.1,250,243,.8,665,21.3,63,1459,82.5,25.3,1001.9,1012.8,1010,1009.9,22,1011.8,14.2,3.9,1400,2.43,16.28,,,,,,9.1,4.6,28.7,21.7,27.7,26.5,25.4,24.7,,,,,,2.5,3.6,,
266,2020-07-22,23.3,22.2,524,24.8,1632,,.5,201,2.5,427,11,2.9,230,1902,1.9,230,2005,.7,629,22.2,89,1119,93.6,26.8,1000.2,1012.1,1,1008.9,1639,1010.1,14.1,0,1400,.82,5.28,,,,,,10,5.6,24.4,22.3,24.1,25.1,25.1,24.6,,,,,,1,1.4,,
266,2020-07-23,22.4,21.5,1501,23.8,2118,,13.5,1752,42,1738,105,5.9,70,1619,4.9,70,1636,1.9,1627,21.3,87,2343,93.9,25.3,995.5,1010.4,650,998.8,2343,1005.4,14.1,0,900,.38,2.56,,,,,,9.6,5.4,22.7,21.3,22.6,23.5,24,23.7,,,,,,.8,1.1,,
266,2020-07-24,20.8,19.8,1932,22.8,1,,1,1529,4,1528,13,4.5,230,220,3.1,250,401,1.1,962,19,81,501,89.9,22,987.9,999.1,2354,996.7,1609,997.8,14.1,0,1100,.3,2.33,,,,,,7.9,4.5,20.5,20.1,20.6,22.2,22.9,22.7,,,,,,.7,1,,
266,2020-07-25,22.2,20,23,26.7,1308,,.5,121,1,1828,3.5,3.4,270,1452,2.3,250,1107,1,821,20.4,71,1305,90,23.9,992.7,1006.4,2226,999.1,1,1002.6,14.1,1.2,1200,2.04,11.8,,,,,,7.3,4.3,24,20.5,23.1,23.7,23.2,22.6,,,,,,2.2,3.2,,
266,2020-07-26,23.8,19.8,558,29.2,1414,,,,,,,3.9,140,1657,2.5,160,1705,.8,717,18.8,47,1345,75.8,21.8,997.8,1009.1,2315,1006.2,2,1007.7,14.1,11.4,1200,3.55,27.27,,,,,,7.1,1.5,29.4,19.3,26.8,26.3,24.8,24,,,,,,4.8,6.8,,
266,2020-07-27,22.4,20.6,305,25.6,1224,,.5,1607,.5,1517,.5,4.6,70,1806,3.4,70,1740,1.1,925,20.5,76,1232,89.3,24.1,998.5,1009.4,829,1007.3,1828,1008.4,14,0,1200,1.1,5.31,,,,,,10,3.6,22.9,20.9,22.6,24,24.6,24.2,,,,,,1.2,1.7,,
266,2020-07-28,25.3,22.2,4,28.4,1341,,4.5,1521,8.5,1431,11,2.5,230,1649,2.1,70,2355,.6,486,23.5,76,1154,90.5,29.1,1000.5,1012.4,2332,1008,312,1010.4,14,.1,1100,1.37,7.79,,,,,,9.4,5.1,26.4,22.8,26,25.6,24.7,24,,,,,,1.4,1.9,,
266,2020-07-29,24.9,23.8,303,28.4,1312,,4,915,6,1336,11.5,3.3,70,1349,2.7,70,1538,.7,582,23.6,80,1307,92.9,29.2,1003.1,1014.2,2308,1011.7,337,1013,14,.4,1100,1.92,10.05,,,,,,9,4.5,26.9,23.6,26.1,26.2,25.6,24.8,,,,,,1.9,2.7,,
266,2020-07-30,25.2,22.6,1537,31.3,1247,,9.5,1343,16,1433,43,4.5,70,1502,4,50,1409,1,855,23,64,1232,88.5,28.1,1004.7,1015.3,1103,1013.6,415,1014.5,14,2.7,1200,2.87,12.86,,,,,,7.9,1.5,26.6,23.2,25.7,26.6,26.2,25.4,,,,,,2.3,3.3,,
266,2020-07-31,26.7,22.9,427,31.7,1357,,.1,,.1,,.1,3.6,230,1446,3,230,1456,.9,819,23.1,62,1154,81.8,28.3,1004.3,1016,755,1012.5,1704,1014.1,13.9,6.5,1000,2.69,20,,,,,,7.6,1.8,30.7,22.2,28.3,27.6,26.4,25.7,,,,,,3.6,5.1,,
266,2020-08-01,26.9,24.3,541,31.3,1331,,0,,0,,0,3.9,230,1138,2.5,200,1354,.9,804,23,59,1208,80.3,28.1,1002.4,1013.6,111,1010.8,1743,1012.2,13.9,4.5,1100,3.19,17.66,,,,,,8.4,3.1,30.4,23.9,28.3,28.2,27.2,26.5,,,,,,3.3,4.7,,
266,2020-08-02,27.3,24.8,213,30.9,1505,,0,,0,,0,5.1,230,1446,3.5,230,1116,1.3,1166,23.3,63,1344,79.9,28.6,1000.9,1012.1,27,1009.2,1746,1010.7,13.9,4.6,1000,2.3,17.44,,,,,,7.8,3,31.8,23.4,29.5,28.2,27.4,26.6,,,,,,3.2,4.6,,
266,2020-08-03,26.9,25.1,615,29.9,1413,,,,,,,3.6,200,1603,2.5,230,1626,1.2,1067,23.3,70,1403,81.1,28.7,1001.2,1012,2337,1010.3,639,1011,13.8,.5,1300,1.53,10.94,,,,,,8.6,3.6,29,24,28.3,27.8,27.3,26.6,,,,,,2.3,3.3,,
266,2020-08-04,28.1,24.5,220,32,1405,,0,,0,,0,5.3,230,1534,3.6,230,1327,1.3,1153,23.9,64,1411,78.5,29.6,1003.3,1014.8,2341,1011.6,330,1013.1,13.8,7,1300,3.16,21.67,,,,,,6.3,3.3,33.8,23.2,31,29,27.7,26.8,,,,,,3.8,5.4,,
266,2020-08-05,27.3,26,338,29.4,1640,,3,1922,8.5,1859,16.5,5.5,180,2250,3.6,180,2229,1.6,1355,24.5,75,1032,85.3,30.8,1003.4,1014.8,12,1011.9,2259,1013.2,13.8,.4,1600,1.16,7.81,,,,,,8.1,5.9,27.1,25.7,27.3,27.8,27.7,27.1,,,,,,2,2.8,,
266,2020-08-06,26.4,25.6,1157,28.3,826,,4.5,1208,15,1130,19,6.6,230,923,4.4,230,319,2.4,2059,24,74,825,87,29.8,999.5,1011.9,1,1007.6,1616,1009.3,13.7,.1,800,.8,3.76,,,,,,9.5,8,27.1,25.5,26.7,26.7,26.9,26.4,,,,,,.9,1.3,,
266,2020-08-07,25.5,24.7,2157,26.9,1104,,3,1124,7.5,1622,26,3.2,230,513,2.3,230,514,.8,723,24.1,79,1124,92.1,29.9,997.2,1009.5,1,1004.9,2352,1007,13.7,0,1100,.47,2.97,,,,,,9.8,3.5,25.9,25,25.9,26.3,26.3,25.9,,,,,,.6,.9,,
266,2020-08-08,25.5,24.5,712,27.4,1518,,9.5,1239,17.5,1152,60,4.7,230,651,3.5,230,658,.9,803,24.2,86,1918,93,30.2,994.9,1006.7,2320,1003.6,436,1004.6,13.7,0,1500,.78,3.9,,,,,,9.5,5.8,25.9,24.2,25.7,25.9,25.9,25.4,,,,,,1.2,1.7,,
266,2020-08-09,27.3,25.7,1,30,1107,,1,2247,1.5,2157,1.5,4.5,180,1518,3.3,180,1556,1.9,1679,23.4,70,1110,79.9,28.8,996.6,1007.1,2351,1005.4,1753,1006.3,13.7,2.9,1500,1.54,12.5,,,,,,6.1,6.1,29.6,24.6,28.5,27.2,26.5,25.8,,,,,,2.3,3.3,,
266,2020-08-10,25.5,24.9,1716,26.4,123,,9,711,26.5,1433,82.5,5.9,70,1313,4.4,70,1319,1.5,1312,24.3,86,9,93,30.3,995.4,1008.1,2319,1001,1419,1005.2,13.6,0,900,.47,3.26,,,,,,8.6,4.8,25.8,25,25.9,26.2,26.4,25.9,,,,,,1,1.4,,
266,2020-08-11,26.3,24.6,1329,30.8,1129,,4.5,1320,5.5,1230,10,4.9,290,1320,3.1,230,1026,.9,746,24.3,69,1137,89.1,30.3,1001.2,1013.4,2309,1008.1,1,1011.1,13.6,1.9,1000,1.96,9.18,,,,,,7.8,5,27.6,24.2,26.9,26.9,26.5,25.9,,,,,,1.6,2.2,,
266,2020-08-12,28,25.8,316,31.9,1500,,3.5,513,4,423,7.5,4.4,250,1419,3.1,230,1329,1.2,1047,24.9,67,1325,84.5,31.5,1003.7,1014.2,701,1012.8,1500,1013.5,13.6,4,1300,2.35,15.97,,,,,,7.1,2.9,31.4,25.4,29.7,28.4,27.3,26.5,,,,,,3,4.3,,
266,2020-08-13,28.1,25.3,543,31.9,1245,,,,,,,4.6,250,1311,3.4,230,1317,1.1,972,24.3,64,1149,80.6,30.4,1001.5,1013.8,2,1009,1811,1011.3,13.5,6.9,1100,2.87,19.61,,,,,,5.4,4,32.1,24.8,30.3,29.1,28.1,27.3,,,,,,3.7,5.3,,
266,2020-08-14,28.6,25.4,539,33,1421,,,,,,,4.6,230,1351,3,230,1359,1.5,1321,24.5,63,1246,79.3,30.8,998.6,1009.8,20,1006.4,1626,1008.3,13.5,8,1200,3.25,20.75,,,,,,5.3,3.1,32.4,25.2,30.9,29.8,28.7,27.8,,,,,,4.2,5.9,,
266,2020-08-15,29,25.3,456,34,1505,,,,,,,5,250,1434,3.4,230,1437,1.4,1179,23.6,52,1543,74.1,29.2,1000.3,1011.9,2243,1008.6,1545,1010,13.5,10.4,1200,3.25,24.18,,,,,,2.9,.9,34.1,25,30.8,30.2,29.2,28.3,,,,,,4.9,7,,
266,2020-08-16,28.5,24,505,33.6,1453,,,,,,,4.8,270,900,3.2,230,1706,1.2,1056,23.5,57,1448,75.6,29.1,1001.9,1012.9,2225,1009.9,1629,1011.7,13.4,11.9,1200,3.48,25.74,,,,,,3.8,.5,34.5,23.2,31.3,30.5,29.5,28.6,,,,,,4.8,6.9,,
266,2020-08-17,29.1,24.4,623,34.7,1458,,,,,,,3.3,230,1506,2.6,230,1513,.9,735,23.3,46,1454,73.3,28.7,1003.5,1014.5,845,1011.9,1710,1013.2,13.4,11.7,1200,3.41,25.64,,,,,,1.8,.3,36.7,24,32.1,31.6,30,29,,,,,,4.9,6.9,,
266,2020-08-18,29.2,24.6,546,34.9,1433,,,,,,,3.6,230,1704,2.3,180,1458,.7,630,23.2,46,1512,72.1,28.4,1002.6,1014.3,659,1010.4,1702,1012.3,13.4,12,1200,3.34,25.58,,,,,,.6,.1,36.3,24,32.3,32.3,30.8,29.6,,,,,,5,7.1,,
266,2020-08-19,29.3,24.5,538,35.7,1521,,,,,,,4,230,1643,3,230,1536,.7,643,22.6,41,1401,69.5,27.5,1000.8,1012.1,315,1008.3,1807,1010.5,13.4,12,1200,3.33,26.01,,,,,,.5,0,36.6,23.5,32.3,32.7,31.1,29.9,,,,,,5.3,7.5,,
266,2020-08-20,29.3,24,456,35.5,1344,,,,,,,3,160,1348,2.1,160,1530,.7,580,21.8,42,1515,66.1,26.2,1002,1013.4,2349,1009.9,1608,1011.7,13.3,12.1,1200,3.31,25.4,,,,,,.6,0,37,23,32.6,32.9,31.5,30.3,,,,,,4.7,6.6,,
266,2020-08-21,27.2,24.5,454,32.1,1434,,,,,,,2.5,70,1706,1.9,70,1628,.5,463,22.5,56,1440,76.6,27.2,1004.2,1015.2,936,1012.6,1625,1014,13.3,3.8,1200,1.97,13.01,,,,,,4.6,2.8,31.2,23.6,29.6,30.7,30.7,30,,,,,,2.6,3.8,,
266,2020-08-22,26.6,24.2,457,30.6,1445,,,,,,,3.4,70,835,2.7,70,1041,1.1,976,21.2,57,1446,73.3,25.2,1002.6,1014.6,1,1010.5,1617,1012.4,13.2,3.3,1300,2.64,15.12,,,,,,8.4,6,31.9,24.2,30.5,30.5,30.1,29.3,,,,,,2.7,3.9,,
