지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
266,광양시,2023-04-11,15.9,10.6,220,21.8,1216,,0,,0,,0,8.4,290,1134,4.6,250,1244,1.8,1587,250,12.1,56,1226,79.3,14.3,1003.5,1017.3,117,1011.1,1820,1013.9,12.9,2.5,1000,2.34,11.69,,,,,,7.8,3.6,15.4,8.7,15.3,15,15,14.5,,,,,,2.5,3.6,,,
266,광양시,2023-04-12,14.6,9.2,616,21.5,1515,,,,,,,12.5,290,1315,7.3,270,2011,2.6,2219,290,-6.9,10,1315,23.8,3.7,1006.5,1019.8,2356,1013.7,1,1016.9,13,11.2,1200,3.59,26.63,,,,,,1.4,.9,16.6,6.2,16.1,15.7,15.6,15,,,,,,7,9.9,,,
266,광양시,2023-04-13,14.3,5.6,537,22.5,1635,,,,,,,7.1,270,23,3.4,160,1419,1.5,1294,290,-2.9,13,1148,33.4,5.2,1007.9,1020.4,45,1015.1,1605,1018.5,13,10.7,1200,3.28,24.3,,,,,,1.9,.3,16.3,3.7,16.1,15.4,15.4,15,,,,,,5.1,7.3,,,
266,광양시,2023-04-14,13.3,10.8,305,16.4,1405,,.6,1530,1.7,1449,7.1,6.3,70,1752,3.5,90,2334,1.6,1374,70,10.1,58,1,81.9,12.6,1003.6,1018.1,2,1010,2346,1014.2,13,.1,1100,1.01,4.58,,,,,,8,3.6,13.6,8,13.4,14.4,15.1,15.1,,,,,,.9,1.3,,,
266,광양시,2023-04-15,14.4,11.2,2359,19.6,1532,,.2,,.3,302,.5,9.7,20,253,4.3,70,28,1.9,1672,270,9.8,53,1547,75.1,12.2,994.3,1009.9,1,1001.9,1627,1004.7,13.1,.9,1200,2.02,10.18,,,,,,6.8,3,14.6,9.2,14.7,15.1,15.1,14.8,,,,,,1.9,2.7,,,
266,광양시,2023-04-16,12.6,9,2354,17.7,1444,,0,,0,,0,8.9,270,1616,4.3,290,1618,1.6,1425,290,5.1,32,1321,62.9,8.8,995.4,1012.9,2400,1002.8,346,1005.9,13.1,2.3,1100,2.32,12.09,,,,,,6,2.1,12.8,7.4,13,13.7,14.5,14.4,,,,,,2.4,3.4,,,
266,광양시,2023-04-17,13.4,6.1,504,20.4,1414,,,,,,,7,200,1528,4.4,200,1607,1.4,1243,200,4.3,17,1335,58.5,8.4,1006.3,1018.9,2043,1012.9,1,1016.8,13.1,11.4,1200,3.28,25.01,,,,,,.8,.5,16,4.9,15.3,14.5,14.4,14.2,,,,,,4.2,5.9,,,
266,광양시,2023-04-18,16.7,11.7,12,18.6,1256,,.4,1512,.8,1421,1,5.5,270,1602,2.4,270,1502,1,833,320,13.8,71,230,84.3,16.1,1002.3,1018.5,1,1010.4,1701,1012.7,13.2,0,1000,.36,2.43,,,,,,7.8,6.9,15.8,10.6,15.7,15.4,15.4,15,,,,,,.6,.9,,,
266,광양시,2023-04-19,17.3,16.4,523,19,1240,,0,,0,,0,6.3,90,1223,3.3,70,1224,1.4,1208,70,16.3,86,1221,94.1,18.5,1000.6,1011.9,1015,1009.3,1633,1010.9,13.2,0,1100,.52,3.17,,,,,,6.5,5.1,17.6,16,17.6,16.7,16.2,15.5,,,,,,1,1.4,,,
266,광양시,2023-04-20,20.7,14.8,630,27.2,1530,,,,,,,6.9,250,1231,4,250,1236,1.4,1231,290,14.8,45,1301,72.1,16.9,999.2,1011.9,45,1006.3,1644,1009.4,13.2,11.5,1200,3.3,25.09,,,,,,2.4,.8,22.9,12.4,22.2,19.6,18,16.6,,,,,,4.5,6.5,,,
266,광양시,2023-04-21,19.1,13.8,2350,26.2,1352,,,,,,,8.2,90,2359,4.1,70,842,1.9,1644,70,12.2,49,1356,65.6,14.5,1000.5,1015.7,2349,1007.9,343,1010.8,13.3,6.8,1200,3.5,19.62,,,,,,7.6,3.5,22,13.7,21.1,20.5,19.6,18.3,,,,,,4.2,6.1,,,
266,광양시,2023-04-22,15.6,11.8,427,21.1,1332,,,,,,,11.2,70,928,6.3,90,1117,3.4,2962,70,1.1,22,1349,38.4,6.6,1008.6,1021.7,2309,1015.7,1,1019.1,13.3,11.2,1200,3.31,24.2,,,,,,5.5,3.4,20,10.6,19.1,19.1,18.9,18.2,,,,,,5.4,7.7,,,
266,광양시,2023-04-23,14.4,10.5,551,18.2,1246,,,,,,,8.9,50,332,4.7,70,333,2.7,2297,70,3.3,30,1231,48.3,7.8,1012.5,1024.6,1001,1021.5,30,1023,13.3,2,900,2.38,13.78,,,,,,8,5.5,16.6,8.4,16.8,17,17.7,17.5,,,,,,3,4.4,,,
266,광양시,2023-04-24,13,11.6,2354,16.7,1338,,.2,,.2,,.2,8.5,90,1348,4.3,90,1125,2.3,1976,70,5,44,1349,58.3,8.7,1013.3,1025.7,959,1022.3,2335,1024,13.4,.2,1300,1.41,8.49,,,,,,9.8,4,13.5,9.6,15.3,15.6,16.5,16.6,,,,,,2.1,3,,,
266,광양시,2023-04-25,10,8.5,2344,11.8,333,,.4,1327,1.4,1300,6.7,10.5,50,46,4.5,70,59,2.1,1810,70,6.8,55,313,82.3,9.9,1004.8,1022.3,1,1011.8,1826,1015.4,13.4,0,1100,.55,3.07,,,,,,9.4,4,11.3,6.9,12.7,13.2,14.7,15.2,,,,,,.9,1.2,,,
266,광양시,2023-04-26,11.8,6,455,20,1452,,,,,,,11.5,290,1552,6,270,1041,2.7,2311,270,3.9,25,1457,63.3,8.2,1003.7,1019.1,2357,1011.7,1423,1014.3,13.4,11.5,1200,3.35,26.82,,,,,,1,.1,15.4,3.2,14.4,14.5,14.6,14.5,,,,,,4.5,6.5,,,
266,광양시,2023-04-27,13.6,4.9,503,21.2,1505,,,,,,,5.1,230,1350,3,180,1422,1.3,1093,160,6.7,42,1321,65.8,10,1010.4,1022.2,805,1019.1,1,1021,13.5,11.9,1200,3.54,27.26,,,,,,2,0,18.2,2.7,16.4,16.2,15.8,15.3,,,,,,4.1,5.9,,,
266,광양시,2023-04-28,16.1,9.5,535,21.3,1245,,.2,,.3,2301,.3,7.3,250,1343,3.6,200,1408,1.3,1142,200,11.6,52,1122,76.5,13.8,1007.7,1021.7,24,1014.3,2356,1018.1,13.5,6.3,1100,3.59,18.73,,,,,,5.4,4.5,18.3,6.4,17.3,17.4,17.2,16.5,,,,,,2.7,3.8,,,
266,광양시,2023-04-29,15.8,10.4,2250,20,1146,,2.6,48,8.5,16,21.1,9.4,290,2014,4.6,290,2034,2.2,1862,270,14,71,2020,89.8,16.5,998,1014.3,1,1005.8,1455,1008.3,13.5,0,1000,1.19,4.94,,,,,,9,4,17.1,8.9,17.4,17.6,17.8,17.2,,,,,,1.5,2.1,,,
266,광양시,2023-04-30,15.2,7.7,529,22.8,1538,,,,,,,10.6,250,1703,4.8,250,1712,2.9,2468,270,4.3,28,1502,51.3,8.3,1001.3,1013.9,2320,1009.7,2,1011.7,13.6,12.2,1200,3.54,27.73,,,,,,.8,0,17.1,5.1,16.1,16.2,16.4,16.2,,,,,,5.3,7.5,,,
